date,close,high,low,open,volume,sma,std,upper_band,lower_band,signal,position_pct,cash,shares,portfolio_value,pending_signal,buy_hold_value,buy_hold_return_pct,strategy_return_pct,outperformance
2024-01-04,57.15773010253906,57.6359574427994,57.06208609392101,57.435102835550474,12912900,55.17748420715332,1.3033641895219832,57.13253049143629,53.22243792287035,sell,0.0,10000.0,0,10000.0,sell,10121.888710021973,1.2188871002197343,0.0,-1.2188871002197343
2024-01-05,57.071651458740234,57.339461261695675,56.51690961774687,57.1959915940915,10412800,55.26298240661621,1.2840750572589263,57.1890949925046,53.33686982072782,hold,0.0,10000.0,0,10000.0,hold,10106.65279006958,1.0665279006957906,0.0,-1.0665279006957906
2024-01-08,57.492496490478516,57.55944803212137,56.832540367734126,57.08122064976648,11554600,55.3477880859375,1.2885803472114767,57.28065860675472,53.414917565120284,sell,0.0,10000.0,0,10000.0,sell,10181.142360687256,1.8114236068725642,0.0,-1.8114236068725642
2024-01-09,57.38728713989258,57.52119022611199,57.023833299736,57.37772419741353,10493700,55.43694206237793,1.2719579230848088,57.34487894700514,53.52900517775072,sell,0.0,10000.0,0,10000.0,sell,10162.520305633545,1.6252030563354447,0.0,-1.6252030563354447
2024-01-10,57.578575134277344,57.779429750725825,57.36815392737786,57.59770466659413,12258000,55.540169906616214,1.2306528755631418,57.38614921996093,53.6941905932715,sell,0.0,10000.0,0,10000.0,sell,10196.378280639648,1.9637828063964857,0.0,-1.9637828063964857
2024-01-11,57.205562591552734,57.63596433035242,57.09078538919302,57.626401387781854,13754200,55.61866760253906,1.208565959862984,57.43151654233354,53.805818662744585,hold,0.0,10000.0,0,10000.0,hold,10130.355060577393,1.3035506057739177,0.0,-1.3035506057739177
2024-01-12,57.76030349731445,57.82725503993128,57.26294657459985,57.46380485103576,13218000,55.701807556152346,1.2100789388238364,57.5169259643881,53.88668914791659,sell,0.0,10000.0,0,10000.0,sell,10228.544200897217,2.2854420089721605,0.0,-2.2854420089721605
2024-01-16,57.377723693847656,57.79856248235602,57.243816960218,57.76030341560469,11826900,55.77824478149414,1.192337293074745,57.56675072110625,53.98973884188202,hold,0.0,10000.0,0,10000.0,hold,10160.827575683594,1.6082757568359307,0.0,-1.6082757568359307
2024-01-17,57.377723693847656,57.58814126380912,57.215124484447216,57.253383551198546,8982100,55.84234634399414,1.19040960405634,57.62796075007865,54.056731937909625,hold,0.0,10000.0,0,10000.0,hold,10160.827575683594,1.6082757568359307,0.0,-1.6082757568359307
2024-01-18,57.540321350097656,57.60727289505793,56.9377537968696,57.09078642086246,10397700,55.91634208679199,1.1783659998524565,57.683891086570675,54.14879308701331,hold,0.0,10000.0,0,10000.0,hold,10189.607360839844,1.8960736083984298,0.0,-1.8960736083984298
2024-01-19,57.22468566894531,57.65508735918524,57.042956943338595,57.63595782761689,14392600,55.979660186767575,1.161451805021558,57.72183789429991,54.23748247923524,hold,0.0,10000.0,0,10000.0,hold,10133.739845275879,1.3373984527587979,0.0,-1.3373984527587979
2024-01-22,56.976009368896484,57.45423674560274,56.851669229348964,57.157734458554145,14314300,56.0340193939209,1.1426836025105829,57.748044797686774,54.31999399015503,hold,0.0,10000.0,0,10000.0,hold,10089.724140167236,0.8972414016723551,0.0,-0.8972414016723551
2024-01-23,57.24381637573242,57.38728605029231,56.87079960017918,56.937751142017696,14481600,56.09544281005859,1.1229590954706499,57.779881453264565,54.41100416685262,hold,0.0,10000.0,0,10000.0,hold,10137.125980377197,1.3712598037719737,0.0,-1.3712598037719737
2024-01-24,56.344749450683594,57.205560189305714,56.325619917760285,57.1959935985514,16370500,56.14704544067383,1.0717817221153898,57.75471802384691,54.539372857500744,hold,0.0,10000.0,0,10000.0,hold,9977.991134643555,-0.22008865356445417,0.0,0.22008865356445417
2024-01-25,56.583866119384766,56.593429062057396,56.10563871687185,56.44039643919668,14899700,56.20229164123535,1.0193774750035387,57.731357853740654,54.67322542873004,hold,0.0,10000.0,0,10000.0,hold,10020.314785003662,0.2031478500366113,0.0,-0.2031478500366113
2024-01-26,56.78471755981445,56.899494756945295,56.555170462723424,56.66994401126894,13025100,56.25756950378418,0.9725312025168815,57.716366307559504,54.79877270000886,hold,0.0,10000.0,0,10000.0,hold,10055.865489959717,0.5586548995971663,0.0,-0.5586548995971663
2024-01-29,57.1290397644043,57.18642836087059,56.593423809807796,56.756023008836365,14547100,56.316507720947264,0.9326651642614124,57.71550546733938,54.917509974555145,hold,0.0,10000.0,0,10000.0,hold,10116.81052017212,1.1681052017211924,0.0,-1.1681052017211924
2024-01-30,57.29164123535156,57.40641478425034,56.86123586624947,57.24381557877385,22061500,56.37661018371582,0.8952569271904383,57.71949557450148,55.03372479293016,hold,0.0,10000.0,0,10000.0,hold,10145.590980529785,1.4559098052978614,0.0,-1.4559098052978614
2024-01-31,56.89949417114258,57.81768984722416,56.708202493145926,57.482928498583696,22837000,56.43000846862793,0.842661759577223,57.69400110799376,55.1660158292621,hold,0.0,10000.0,0,10000.0,hold,10076.180950164795,0.7618095016479476,0.0,-0.7618095016479476
2024-02-01,58.324607849121094,58.353300322908844,56.77515223863473,56.976006852319315,15870900,56.50982147216797,0.8289584724828128,57.753259180892194,55.26638376344375,sell,0.0,10000.0,0,10000.0,sell,10328.426071166992,3.2842607116699174,0.0,-3.2842607116699174
2024-02-02,57.903770446777344,58.21939861159541,57.60726816587591,58.17157660463331,17544900,56.578560791015626,0.798012275765805,57.77557920466433,55.38154237736692,sell,0.0,10000.0,0,10000.0,sell,10253.937850952148,2.539378509521484,0.0,-2.539378509521484
2024-02-05,57.425540924072266,57.75073566722519,57.27250831838766,57.75073566722519,12759600,56.625779418945314,0.7761522441381417,57.790007785152525,55.4615510527381,hold,0.0,10000.0,0,10000.0,hold,10169.29122543335,1.6929122543335007,0.0,-1.6929122543335007
2024-02-06,57.329898834228516,57.43510944496664,57.08122219405379,57.34902836787049,12775200,56.66368377685547,0.7629619315657601,57.80812667420411,55.51924087950683,hold,0.0,10000.0,0,10000.0,hold,10152.362575531006,1.5236257553100652,0.0,-1.5236257553100652
2024-02-07,57.377723693847656,57.58814126380912,57.32989803611578,57.45423817876489,10259900,56.699697952270505,0.7530561854759323,57.8292822304844,55.57011367405661,hold,0.0,10000.0,0,10000.0,hold,10160.827575683594,1.6082757568359307,0.0,-1.6082757568359307
2024-02-08,57.22468566894531,57.35858874133863,56.82297280318028,57.28207061506526,12874800,56.73473892211914,0.7353484219639166,57.837761555065015,55.63171628917327,hold,0.0,10000.0,0,10000.0,hold,10133.739845275879,1.3373984527587979,0.0,-1.3373984527587979
2024-02-09,56.96644592285156,56.98557545558084,56.45952242698882,56.88036484986244,15235300,56.762337646484376,0.7170418412268179,57.8379004083246,55.68677488464415,hold,0.0,10000.0,0,10000.0,hold,10088.031410217285,0.8803141021728411,0.0,-0.8803141021728411
2024-02-12,57.1003532409668,57.15773819482806,56.39257507179811,57.06209417266891,13516800,56.79925689697266,0.6846047593128952,57.826164035942,55.772349758003315,hold,0.0,10000.0,0,10000.0,hold,10111.733005523682,1.1173300552368204,0.0,-1.1173300552368204
2024-02-13,56.76559066772461,58.018547763634565,56.229978317205024,56.90906034651978,24195700,56.816664428710936,0.6720998018804001,57.82481413153154,55.80851472589033,hold,0.0,10000.0,0,10000.0,hold,10052.480030059814,0.5248003005981383,0.0,-0.5248003005981383
2024-02-14,56.70820236206055,56.995138054099606,56.469088677263784,56.5934251663767,15872500,56.8290982055664,0.6640184219494095,57.825125838490514,55.83307057264229,hold,0.0,10000.0,0,10000.0,hold,10042.322299957275,0.4232229995727588,0.0,-0.4232229995727588
2024-02-15,56.813411712646484,56.99513679558865,56.555168500938024,56.83253759625286,13695800,56.84497535705567,0.6536769320274441,57.82549075509683,55.8644599590145,hold,0.0,10000.0,0,10000.0,hold,10060.944355010986,0.6094435501098561,0.0,-0.6094435501098561
2024-02-16,56.80384826660156,57.02383242610397,56.39257242317977,56.76558920010061,13947100,56.85893966674805,0.6449600041193793,57.82637967292712,55.89149966056898,hold,0.0,10000.0,0,10000.0,hold,10059.251625061035,0.5925162506103421,0.0,-0.5925162506103421
2024-02-20,58.05680847167969,58.19071156309339,56.918624897492066,57.00470597748453,18339300,56.89911094665527,0.6558943626732842,57.8829524906652,55.91526940264534,sell,0.0,10000.0,0,10000.0,sell,10281.025581359863,2.810255813598639,0.0,-2.810255813598639
2024-02-21,58.57329177856445,58.61154719647769,58.18114546841697,58.3341780858261,14373000,56.94693367004395,0.6888941033020876,57.98027482499708,55.91359251509081,sell,0.0,10000.0,0,10000.0,sell,10372.443126678467,3.724431266784678,0.0,-3.724431266784678
2024-02-22,58.487205505371094,58.582849514532214,57.86550850006856,58.33417290156225,12982800,56.995521545410156,0.7102462870624636,58.060890976003854,55.93015211481646,sell,0.0,10000.0,0,10000.0,sell,10357.205856323242,3.5720585632324164,0.0,-3.5720585632324164
2024-02-23,58.5350341796875,58.93674344223881,58.343742490983566,58.429823568471065,13612900,57.03684036254883,0.7385265235177064,58.14463014782539,55.92905057727227,sell,0.0,10000.0,0,10000.0,sell,10365.671531677246,3.656715316772452,0.0,-3.656715316772452
2024-02-26,58.066368103027344,58.60198408672176,58.018546094333374,58.57329161122246,10336100,57.06151695251465,0.7520501411661159,58.18959216426383,55.933441740765474,hold,0.0,10000.0,0,10000.0,hold,10282.717636108398,2.827176361083983,0.0,-2.827176361083983
2024-02-27,57.71247863769531,58.13331740601389,57.5020574292434,57.9037703136893,9931100,57.069359970092776,0.7568339499555822,58.20461089502615,55.9341090451594,hold,0.0,10000.0,0,10000.0,hold,10220.079200744629,2.200792007446295,0.0,-2.200792007446295
2024-02-28,57.76987075805664,57.855951835074166,57.44467598361104,57.74117463332715,8076500,57.095375518798825,0.7581346420708314,58.232577481905075,55.958173555692575,hold,0.0,10000.0,0,10000.0,hold,10230.237606048584,2.3023760604858445,0.0,-2.3023760604858445
2024-02-29,57.40641784667969,57.99941880430744,57.291644291658145,57.72204603513531,18152700,57.12253898620605,0.7440513731908684,58.23861604599236,56.006461926419746,hold,0.0,10000.0,0,10000.0,hold,10165.906440734863,1.6590644073486427,0.0,-1.6590644073486427
2024-03-01,56.937747955322266,57.291638826473964,56.75602287315788,57.291638826473964,10927600,57.13229476928711,0.7382278104526951,58.23963648496615,56.024953053608066,hold,0.0,10000.0,0,10000.0,hold,10082.9518699646,0.8295186996460036,0.0,-0.8295186996460036
2024-03-04,57.205562591552734,57.33946567905357,56.64125411666672,56.65081705923728,10150200,57.15104133605957,0.7276637289035229,58.242536929414854,56.05954574270429,hold,0.0,10000.0,0,10000.0,hold,10130.355060577393,1.3035506057739177,0.0,-1.3035506057739177
2024-03-05,56.928184509277344,57.492492931466614,56.83253684957611,57.30120126064929,12310000,57.18757781982422,0.6658883553135175,58.186410352794496,56.188745286853944,hold,0.0,10000.0,0,10000.0,hold,10081.259140014648,0.8125914001464896,0.0,-0.8125914001464896
2024-03-06,56.95688247680664,57.387287865515106,56.794286912508724,56.928190000421246,12378800,57.217419204711916,0.6188820548086815,58.145742286924936,56.2890961224989,hold,0.0,10000.0,0,10000.0,hold,10086.338680267334,0.8633868026733493,0.0,-0.8633868026733493
2024-03-07,56.85166931152344,57.16730113192675,56.660381279432706,57.09078300022218,13686900,57.23884376525879,0.5857779014404952,58.11751061741953,56.36017691309805,hold,0.0,10000.0,0,10000.0,hold,10067.715950012207,0.6771595001220598,0.0,-0.6771595001220598
2024-03-08,56.928184509277344,57.186427717592956,56.40213515096857,56.71776330651978,13239000,57.25720764160156,0.5603063928813002,58.09766723092351,56.41674805227961,hold,0.0,10000.0,0,10000.0,hold,10081.259140014648,0.8125914001464896,0.0,-0.8125914001464896
2024-03-11,57.61682891845703,57.66465092057362,56.985569004197366,57.17685701266372,14114300,57.28647514343262,0.539301231326731,58.095426990422716,56.47752329644252,hold,0.0,10000.0,0,10000.0,hold,10203.149200439453,2.0314920043945417,0.0,-2.0314920043945417
2024-03-12,57.865516662597656,58.104630367815,57.58814388888499,57.69335450295432,12684600,57.319951095581054,0.521618581953996,58.10237896851205,56.53752322265006,hold,0.0,10000.0,0,10000.0,hold,10247.166931152344,2.471669311523428,0.0,-2.471669311523428
2024-03-13,58.45851516723633,58.544596243431634,58.15244992933866,58.22896806310579,13909500,57.36184387207031,0.5273482039673967,58.152866178021405,56.570821566119214,sell,0.0,10000.0,0,10000.0,sell,10352.127666473389,3.5212766647338967,0.0,-3.5212766647338967
2024-03-14,58.328365325927734,58.61759615397347,58.23195627583566,58.40549550821701,13996600,57.38410865783691,0.5442568767521264,58.2004939729651,56.567723342708724,sell,0.0,10000.0,0,10000.0,sell,10329.091144561768,3.2909114456176836,0.0,-3.2909114456176836
2024-03-15,57.730621337890625,58.2801610165419,57.4992344679361,57.8655954796268,36849900,57.39174057006836,0.5464260460790501,58.21137963918693,56.572101500949785,hold,0.0,10000.0,0,10000.0,hold,10223.2904586792,2.232904586791995,0.0,-2.232904586791995
2024-03-18,57.971641540527344,58.231950362666275,57.6534850875456,57.74025469492524,15856700,57.408018798828124,0.5514131191005532,58.235138477478955,56.58089912017729,hold,0.0,10000.0,0,10000.0,hold,10265.951034545898,2.659510345458993,0.0,-2.659510345458993
2024-03-19,58.06805419921875,58.183745790344304,57.904158084938324,58.07769731051135,15030600,57.42794685363769,0.5569855518178917,58.26342518136453,56.59246852591085,hold,0.0,10000.0,0,10000.0,hold,10283.016075134277,2.8301607513427696,0.0,-2.8301607513427696
2024-03-20,58.56938552856445,58.62723315925622,58.000563365620714,58.01984590918464,15258800,57.44948463439941,0.5798827139463502,58.31930870531894,56.579660563479884,sell,0.0,10000.0,0,10000.0,sell,10371.751720428467,3.7175172042846594,0.0,-3.7175172042846594
2024-03-21,58.299442291259766,58.80077743375754,58.15482504096965,58.38621190587995,13067100,57.467727737426756,0.5921054284997496,58.35588588017638,56.57956959467713,hold,0.0,10000.0,0,10000.0,hold,10323.971767425537,3.2397176742553713,0.0,-3.2397176742553713
2024-03-22,58.318721771240234,58.607952578848995,58.260874138610774,58.34764374867033,11502800,57.482530670166014,0.6040644722280276,58.388627378508055,56.57643396182397,hold,0.0,10000.0,0,10000.0,hold,10327.38423538208,3.2738423538207995,0.0,-3.2738423538207995
2024-03-25,58.23194885253906,58.530819076386805,57.961996926709084,58.30907534722689,13144700,57.50305839538574,0.6118497775508781,58.42083306171206,56.58528372905943,hold,0.0,10000.0,0,10000.0,hold,10312.025428771973,3.120254287719737,0.0,-3.120254287719737
2024-03-26,58.36692428588867,58.53082038938255,58.212667615283614,58.32835919879513,13277400,57.515190811157225,0.6229681556189637,58.44964304458567,56.58073857772878,hold,0.0,10000.0,0,10000.0,hold,10335.916080474854,3.35916080474854,0.0,-3.35916080474854
2024-03-27,58.839332580566406,59.22497608842613,58.52117981268582,58.607949418065814,12551200,57.544422988891604,0.6500879850850849,58.51955496651923,56.56929101126398,sell,0.0,10000.0,0,10000.0,sell,10419.532348632812,4.1953234863281175,0.0,-4.1953234863281175
2024-03-28,58.98394775390625,59.06107424612111,58.81040854921165,58.945382668914355,13683500,57.57654747009278,0.6806501814928667,58.597522742332075,56.55557219785348,sell,0.0,10000.0,0,10000.0,sell,10445.129234313965,4.451292343139657,0.0,-4.451292343139657
2024-04-01,58.50189971923828,59.09964387145879,58.45369519817955,58.983952285364,11668700,57.59577903747559,0.6930768518033439,58.635394315180605,56.55616375977057,hold,0.0,10000.0,0,10000.0,hold,10359.806732177734,3.598067321777343,0.0,-3.598067321777343
2024-04-02,57.99092483520508,58.55010389618449,57.95235974747707,58.280155637626784,13017300,57.61110382080078,0.6931753034873467,58.6508667760318,56.57134086556976,hold,0.0,10000.0,0,10000.0,hold,10269.364177703857,2.693641777038569,0.0,-2.693641777038569
2024-04-03,57.68241500854492,58.22231155860336,57.634206807058774,57.89451564845242,13672900,57.62523193359375,0.6871394150638067,58.65594105618946,56.59452281099804,hold,0.0,10000.0,0,10000.0,hold,10214.75793838501,2.1475793838501067,0.0,-2.1475793838501067
2024-04-04,57.17143630981445,57.99092791763229,57.04610160692101,57.93308028296546,14320700,57.62378433227539,0.6880350025784168,58.65583683614302,56.59173182840777,hold,0.0,10000.0,0,10000.0,hold,10124.314708709717,1.2431470870971628,0.0,-1.2431470870971628
2024-04-05,57.37389373779297,57.537793519675404,56.79543214028011,57.12322802627584,10157800,57.64436721801758,0.6639637990422068,58.64031291658089,56.64842151945427,hold,0.0,10000.0,0,10000.0,hold,10160.149673461914,1.6014967346191344,0.0,-1.6014967346191344
2024-04-08,57.14250946044922,57.33533121513283,56.949687705765605,57.26784415265893,10284500,57.65554008483887,0.6503139803119479,58.63101105530679,56.680069114370944,hold,0.0,10000.0,0,10000.0,hold,10119.19465637207,1.1919465637207027,0.0,-1.1919465637207027
2024-04-09,57.57636260986328,57.595645154823536,57.00754040572879,57.344975748109675,10779100,57.671372985839845,0.6382039297459823,58.62867888045882,56.71406709122087,hold,0.0,10000.0,0,10000.0,hold,10195.98666381836,1.9598666381835939,0.0,-1.9598666381835939
2024-04-10,56.80506896972656,57.25819952959763,56.58332524491724,57.19071246890649,11861900,57.66489356994629,0.6454260849405526,58.633032697357116,56.69675444253546,hold,0.0,10000.0,0,10000.0,hold,10059.46768951416,0.5946768951416104,0.0,-0.5946768951416104
2024-04-11,56.9304084777832,57.238921832135205,56.67974275653569,57.02682119962401,11109000,57.657668914794925,0.6516808406929837,58.6351901758344,56.68014765375545,hold,0.0,10000.0,0,10000.0,hold,10081.652782440186,0.816527824401847,0.0,-0.816527824401847
2024-04-12,56.188045501708984,56.891841801546455,56.043431939636974,56.83399784782532,12250900,57.64343994140625,0.6758901740030939,58.657275202410894,56.629604680401606,buy,0.0,10000.0,0,10000.0,buy,9950.254535675049,-0.4974546432495064,0.0,0.4974546432495064
2024-04-15,56.05307388305664,56.69902625810256,55.956664837357536,56.506204488935005,12425000,57.59800926208496,0.7048900042755682,58.65534426849831,56.540674255671604,buy,0.9489153486949594,506.95764585891993,168,9923.874058212436,buy,9926.364559173584,-0.7363544082641615,-0.7612594178756482,-0.024905009611486673
2024-04-16,55.975948333740234,56.284461698545854,55.850613629985006,56.15912699479063,11236800,57.559452819824216,0.7396895071094155,58.668987080488336,56.449918559160096,buy,0.9488485628926376,506.95764585891993,168,9910.91696592728,buy,9912.71333694458,-0.8728666305542032,-0.8908303407272111,-0.017963710173007907
2024-04-17,56.409793853759766,56.45800205616334,56.01451086732908,56.18805009822738,13805100,57.53913787841797,0.7571837762483558,58.6749135427905,56.40336221404544,hold,0.9492219903393475,506.95764585891993,168,9983.80301329056,hold,9989.503993988037,-0.10496006011962988,-0.16196986709439143,-0.057009806974761545
2024-04-18,56.795433044433594,56.86292010929215,56.43871517621421,56.51584167415147,11125900,57.52844856262207,0.7639403640115848,58.67435910863944,56.38253801660469,hold,0.9495493769958085,506.95764585891993,168,10048.590397323764,hold,10057.762130737305,0.5776213073730441,0.48590397323764467,-0.0917173341353994
2024-04-19,58.01020431518555,58.19338664494751,56.88220307047319,56.978612113044264,21207900,57.54109817504883,0.7666253787105958,58.69103624311472,56.39116010698294,hold,0.9505536071667702,506.95764585891993,168,10252.671970810092,hold,10272.7766456604,2.727766456603997,2.526719708100922,-0.20104674850307536
2024-04-22,58.376564025878906,58.45369420047176,57.57635869220839,57.981281075513415,15624500,57.5641357421875,0.774192916576394,58.7254251170521,56.40284636732291,hold,0.9508486704675747,506.95764585891993,168,10314.220402206576,hold,10337.622314453125,3.376223144531254,3.142204022065753,-0.23401912246550083
2024-04-23,58.46332931518555,58.50189439963347,57.97163736066555,58.357277171838184,13689100,57.59407341003418,0.779532325723602,58.76337189861958,56.42477492144877,hold,0.9509180355377671,506.95764585891993,168,10328.796970810092,hold,10352.9797706604,3.5297977066039987,3.287969708100924,-0.24182799850307468
2024-04-24,59.34067153930664,59.43708426144322,57.69205260734883,58.154822640296494,19548300,57.63887977600098,0.8141895506354135,58.8601641019541,56.417595450047855,sell,0.9516085882956564,506.95764585891993,168,10476.190464462436,sell,10508.269344329834,5.082693443298347,4.76190464462436,-0.3207887986739877
2024-04-25,59.52385330200195,60.34334120457769,59.1671317501694,59.64918432292437,19048500,57.694045028686524,0.846609777658579,58.963959695174395,56.42413036219865,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10540.692516326904,5.4069251632690385,5.280206121102138,-0.12671904216690066
2024-04-26,59.52385330200195,59.70703195565191,59.147849205926896,59.340670970582735,10994300,57.75035804748535,0.8729309346312106,59.05975444943216,56.440961645538536,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10540.692516326904,5.4069251632690385,5.280206121102138,-0.12671904216690066
2024-04-29,59.813079833984375,59.82271926653186,59.3213841853755,59.69738457680052,13409300,57.81035140991211,0.9095345857661592,59.174653288561345,56.44604953126287,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10591.885612487793,5.918856124877925,5.280206121102138,-0.638650003775787
2024-04-30,59.552772521972656,60.57472525289002,59.26354172726596,59.909490379518616,19349200,57.86532989501953,0.9302979118580068,59.260776762806536,56.46988302723252,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10545.811218261719,5.458112182617181,5.280206121102138,-0.17790606151504296
2024-05-01,59.70703125,60.324057947390905,59.01287437655063,59.581696552789595,16729800,57.89833435058594,0.9658240762486499,59.34707046495892,56.449598236212964,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10573.115013122559,5.731150131225582,5.280206121102138,-0.4509440101234441
2024-05-02,59.7648811340332,60.16016410680441,59.50457229668103,59.948059792420565,10991300,57.922166137695314,0.9970161895415426,59.417690422007624,56.426641853383,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10583.354442596436,5.833544425964354,5.280206121102138,-0.5533383048622165
2024-05-03,59.93841552734375,60.09267588230382,59.427440973731024,59.76487998355225,11628700,57.951190338134765,1.034229425578267,59.50253447650216,56.39984619976737,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10614.070030212402,6.140700302124014,5.280206121102138,-0.8604941810218758
2024-05-06,60.11195373535156,60.140879390303496,59.67810936653395,60.06374921412396,9310700,57.982728729248045,1.0756126498523537,59.59614770402658,56.36930975446951,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10644.786293029785,6.447862930297843,5.280206121102138,-1.1676568091957051
2024-05-07,60.37226104736328,60.565082805201165,60.015543185913124,60.50723517451906,9807000,58.02884658813477,1.1274561610795344,59.72003082975407,56.337662346515465,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10690.86068725586,6.908606872558587,5.280206121102138,-1.6284007514564491
2024-05-08,60.5940055847168,60.70970084761433,60.23728771853902,60.5940055847168,10484400,58.0864771270752,1.1832211345531247,59.86130882890489,56.31164542524551,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10730.109470367432,7.301094703674327,5.280206121102138,-2.020888582572189
2024-05-09,60.62293243408203,60.88324126407787,60.49759773569087,60.55544536827969,9113700,58.143538360595706,1.235290324649014,59.99647384756923,56.290602873622184,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10735.229522705078,7.352295227050787,5.280206121102138,-2.072089105948649
2024-05-10,60.98929214477539,61.085704869557475,60.53616521049249,60.6614962360551,8371700,58.21519584655762,1.2941737203660562,60.156456427106704,56.273935266008536,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10800.075191497803,8.000751914978022,5.280206121102138,-2.7205457938758837
2024-05-13,61.29780578613281,61.33636719613725,60.91216226393483,60.97000989559529,10137600,58.30239700317383,1.3519434548072018,60.330312185384635,56.274481820963025,sell,0.0,10528.020612110215,0,10528.020612110215,sell,10854.682106018066,8.546821060180655,5.280206121102138,-3.266614939078517
