date,close,high,low,open,volume,short_ma,long_ma,signal,position_pct,cash,shares,portfolio_value,pending_signal,buy_hold_value,buy_hold_return_pct,strategy_return_pct,outperformance
2023-12-28,56.19171905517578,56.30649260866327,55.98129783329415,56.09607503536712,8400100,56.14771976470947,54.73493980407715,hold,0.0,10000.0,0,10000.0,hold,9950.904754638672,-0.4909524536132803,0.0,0.4909524536132803
2023-12-29,56.36387634277344,56.41169834854841,56.07694065953839,56.182151261394445,9244300,56.171152877807614,54.83645744323731,hold,0.0,10000.0,0,10000.0,hold,9981.376594543457,-0.1862340545654262,0.0,0.1862340545654262
2024-01-02,57.215126037597656,57.27251463928251,56.115201554443836,56.23954170046826,16322600,56.227583503723146,54.94930671691895,hold,0.0,10000.0,0,10000.0,hold,10132.047790527344,1.3204779052734317,0.0,-1.3204779052734317
2024-01-03,57.34902572631836,57.578576470863254,57.157734047295165,57.320333251469734,14830600,56.294057083129886,55.06065879821777,hold,0.0,10000.0,0,10000.0,hold,10155.748035430908,1.557480354309071,0.0,-1.557480354309071
2024-01-04,57.15773010253906,57.6359574427994,57.06208609392101,57.435102835550474,12912900,56.34666194915771,55.17748420715332,hold,0.0,10000.0,0,10000.0,hold,10121.888710021973,1.2188871002197343,0.0,-1.2188871002197343
2024-01-05,57.071651458740234,57.339461261695675,56.51690961774687,57.1959915940915,10412800,56.39783229827881,55.26298240661621,hold,0.0,10000.0,0,10000.0,hold,10106.65279006958,1.0665279006957906,0.0,-1.0665279006957906
2024-01-08,57.492496490478516,57.55944803212137,56.832540367734126,57.08122064976648,11554600,56.46334934234619,55.3477880859375,hold,0.0,10000.0,0,10000.0,hold,10181.142360687256,1.8114236068725642,0.0,-1.8114236068725642
2024-01-09,57.38728713989258,57.52119022611199,57.023833299736,57.37772419741353,10493700,56.52982311248779,55.43694206237793,hold,0.0,10000.0,0,10000.0,hold,10162.520305633545,1.6252030563354447,0.0,-1.6252030563354447
2024-01-10,57.578575134277344,57.779429750725825,57.36815392737786,57.59770466659413,12258000,56.585297203063966,55.540169906616214,hold,0.0,10000.0,0,10000.0,hold,10196.378280639648,1.9637828063964857,0.0,-1.9637828063964857
2024-01-11,57.205562591552734,57.63596433035242,57.09078538919302,57.626401387781854,13754200,56.60394840240478,55.61866760253906,hold,0.0,10000.0,0,10000.0,hold,10130.355060577393,1.3035506057739177,0.0,-1.3035506057739177
2024-01-12,57.76030349731445,57.82725503993128,57.26294657459985,57.46380485103576,13218000,56.62594718933106,55.701807556152346,hold,0.0,10000.0,0,10000.0,hold,10228.544200897217,2.2854420089721605,0.0,-2.2854420089721605
2024-01-16,57.377723693847656,57.79856248235602,57.243816960218,57.76030341560469,11826900,56.671378707885744,55.77824478149414,hold,0.0,10000.0,0,10000.0,hold,10160.827575683594,1.6082757568359307,0.0,-1.6082757568359307
2024-01-17,57.377723693847656,57.58814126380912,57.215124484447216,57.253383551198546,8982100,56.73785266876221,55.84234634399414,hold,0.0,10000.0,0,10000.0,hold,10160.827575683594,1.6082757568359307,0.0,-1.6082757568359307
2024-01-18,57.540321350097656,57.60727289505793,56.9377537968696,57.09078642086246,10397700,56.79237079620361,55.91634208679199,hold,0.0,10000.0,0,10000.0,hold,10189.607360839844,1.8960736083984298,0.0,-1.8960736083984298
2024-01-19,57.22468566894531,57.65508735918524,57.042956943338595,57.63595782761689,14392600,56.840193367004396,55.979660186767575,hold,0.0,10000.0,0,10000.0,hold,10133.739845275879,1.3373984527587979,0.0,-1.3373984527587979
2024-01-22,56.976009368896484,57.45423674560274,56.851669229348964,57.157734458554145,14314300,56.933925819396975,56.0340193939209,hold,0.0,10000.0,0,10000.0,hold,10089.724140167236,0.8972414016723551,0.0,-0.8972414016723551
2024-01-23,57.24381637573242,57.38728605029231,56.87079960017918,56.937751142017696,14481600,57.0228759765625,56.09544281005859,hold,0.0,10000.0,0,10000.0,hold,10137.125980377197,1.3712598037719737,0.0,-1.3712598037719737
2024-01-24,56.344749450683594,57.205560189305714,56.325619917760285,57.1959935985514,16370500,57.0510913848877,56.14704544067383,hold,0.0,10000.0,0,10000.0,hold,9977.991134643555,-0.22008865356445417,0.0,0.22008865356445417
2024-01-25,56.583866119384766,56.593429062057396,56.10563871687185,56.44039643919668,14899700,57.07978515625,56.20229164123535,hold,0.0,10000.0,0,10000.0,hold,10020.314785003662,0.2031478500366113,0.0,-0.2031478500366113
2024-01-26,56.78471755981445,56.899494756945295,56.555170462723424,56.66994401126894,13025100,57.11134834289551,56.25756950378418,hold,0.0,10000.0,0,10000.0,hold,10055.865489959717,0.5586548995971663,0.0,-0.5586548995971663
2024-01-29,57.1290397644043,57.18642836087059,56.593423809807796,56.756023008836365,14547100,57.15821437835693,56.316507720947264,hold,0.0,10000.0,0,10000.0,hold,10116.81052017212,1.1681052017211924,0.0,-1.1681052017211924
2024-01-30,57.29164123535156,57.40641478425034,56.86123586624947,57.24381557877385,22061500,57.20460262298584,56.37661018371582,hold,0.0,10000.0,0,10000.0,hold,10145.590980529785,1.4559098052978614,0.0,-1.4559098052978614
2024-01-31,56.89949417114258,57.81768984722416,56.708202493145926,57.482928498583696,22837000,57.18882102966309,56.43000846862793,hold,0.0,10000.0,0,10000.0,hold,10076.180950164795,0.7618095016479476,0.0,-0.7618095016479476
2024-02-01,58.324607849121094,58.353300322908844,56.77515223863473,56.976006852319315,15870900,57.23760013580322,56.50982147216797,hold,0.0,10000.0,0,10000.0,hold,10328.426071166992,3.2842607116699174,0.0,-3.2842607116699174
2024-02-02,57.903770446777344,58.21939861159541,57.60726816587591,58.17157660463331,17544900,57.274902153015134,56.578560791015626,hold,0.0,10000.0,0,10000.0,hold,10253.937850952148,2.539378509521484,0.0,-2.539378509521484
2024-02-05,57.425540924072266,57.75073566722519,57.27250831838766,57.75073566722519,12759600,57.292596626281735,56.625779418945314,hold,0.0,10000.0,0,10000.0,hold,10169.29122543335,1.6929122543335007,0.0,-1.6929122543335007
2024-02-06,57.329898834228516,57.43510944496664,57.08122219405379,57.34902836787049,12775200,57.28446674346924,56.66368377685547,hold,0.0,10000.0,0,10000.0,hold,10152.362575531006,1.5236257553100652,0.0,-1.5236257553100652
2024-02-07,57.377723693847656,57.58814126380912,57.32989803611578,57.45423817876489,10259900,57.283988571166994,56.699697952270505,hold,0.0,10000.0,0,10000.0,hold,10160.827575683594,1.6082757568359307,0.0,-1.6082757568359307
2024-02-08,57.22468566894531,57.35858874133863,56.82297280318028,57.28207061506526,12874800,57.26629409790039,56.73473892211914,hold,0.0,10000.0,0,10000.0,hold,10133.739845275879,1.3373984527587979,0.0,-1.3373984527587979
2024-02-09,56.96644592285156,56.98557545558084,56.45952242698882,56.88036484986244,15235300,57.25433826446533,56.762337646484376,hold,0.0,10000.0,0,10000.0,hold,10088.031410217285,0.8803141021728411,0.0,-0.8803141021728411
2024-02-12,57.1003532409668,57.15773819482806,56.39257507179811,57.06209417266891,13516800,57.22134075164795,56.79925689697266,hold,0.0,10000.0,0,10000.0,hold,10111.733005523682,1.1173300552368204,0.0,-1.1173300552368204
2024-02-13,56.76559066772461,58.018547763634565,56.229978317205024,56.90906034651978,24195700,57.1907341003418,56.816664428710936,hold,0.0,10000.0,0,10000.0,hold,10052.480030059814,0.5248003005981383,0.0,-0.5248003005981383
2024-02-14,56.70820236206055,56.995138054099606,56.469088677263784,56.5934251663767,15872500,57.15725803375244,56.8290982055664,hold,0.0,10000.0,0,10000.0,hold,10042.322299957275,0.4232229995727588,0.0,-0.4232229995727588
2024-02-15,56.813411712646484,56.99513679558865,56.555168500938024,56.83253759625286,13695800,57.12091255187988,56.84497535705567,hold,0.0,10000.0,0,10000.0,hold,10060.944355010986,0.6094435501098561,0.0,-0.6094435501098561
2024-02-16,56.80384826660156,57.02383242610397,56.39257242317977,56.76558920010061,13947100,57.099870681762695,56.85893966674805,hold,0.0,10000.0,0,10000.0,hold,10059.251625061035,0.5925162506103421,0.0,-0.5925162506103421
2024-02-20,58.05680847167969,58.19071156309339,56.918624897492066,57.00470597748453,18339300,57.153910636901855,56.89911094665527,hold,0.0,10000.0,0,10000.0,hold,10281.025581359863,2.810255813598639,0.0,-2.810255813598639
2024-02-21,58.57329177856445,58.61154719647769,58.18114546841697,58.3341780858261,14373000,57.220384407043454,56.94693367004395,hold,0.0,10000.0,0,10000.0,hold,10372.443126678467,3.724431266784678,0.0,-3.724431266784678
2024-02-22,58.487205505371094,58.582849514532214,57.86550850006856,58.33417290156225,12982800,57.327507209777835,56.995521545410156,hold,0.0,10000.0,0,10000.0,hold,10357.205856323242,3.5720585632324164,0.0,-3.5720585632324164
2024-02-23,58.5350341796875,58.93674344223881,58.343742490983566,58.429823568471065,13612900,57.42506561279297,57.03684036254883,hold,0.0,10000.0,0,10000.0,hold,10365.671531677246,3.656715316772452,0.0,-3.656715316772452
2024-02-26,58.066368103027344,58.60198408672176,58.018546094333374,58.57329161122246,10336100,57.48914813995361,57.06151695251465,hold,0.0,10000.0,0,10000.0,hold,10282.717636108398,2.827176361083983,0.0,-2.827176361083983
2024-02-27,57.71247863769531,58.13331740601389,57.5020574292434,57.9037703136893,9931100,57.518320083618164,57.069359970092776,hold,0.0,10000.0,0,10000.0,hold,10220.079200744629,2.200792007446295,0.0,-2.200792007446295
2024-02-28,57.76987075805664,57.855951835074166,57.44467598361104,57.74117463332715,8076500,57.54223155975342,57.095375518798825,hold,0.0,10000.0,0,10000.0,hold,10230.237606048584,2.3023760604858445,0.0,-2.3023760604858445
2024-02-29,57.40641784667969,57.99941880430744,57.291644291658145,57.72204603513531,18152700,57.56757774353027,57.12253898620605,hold,0.0,10000.0,0,10000.0,hold,10165.906440734863,1.6590644073486427,0.0,-1.6590644073486427
2024-03-01,56.937747955322266,57.291638826473964,56.75602287315788,57.291638826473964,10927600,57.49823474884033,57.13229476928711,hold,0.0,10000.0,0,10000.0,hold,10082.9518699646,0.8295186996460036,0.0,-0.8295186996460036
2024-03-04,57.205562591552734,57.33946567905357,56.64125411666672,56.65081705923728,10150200,57.4633243560791,57.15104133605957,hold,0.0,10000.0,0,10000.0,hold,10130.355060577393,1.3035506057739177,0.0,-1.3035506057739177
2024-03-05,56.928184509277344,57.492492931466614,56.83253684957611,57.30120126064929,12310000,57.438456535339355,57.18757781982422,hold,0.0,10000.0,0,10000.0,hold,10081.259140014648,0.8125914001464896,0.0,-0.8125914001464896
2024-03-06,56.95688247680664,57.387287865515106,56.794286912508724,56.928190000421246,12378800,57.419805717468265,57.217419204711916,hold,0.0,10000.0,0,10000.0,hold,10086.338680267334,0.8633868026733493,0.0,-0.8633868026733493
2024-03-07,56.85166931152344,57.16730113192675,56.660381279432706,57.09078300022218,13686900,57.39350299835205,57.23884376525879,hold,0.0,10000.0,0,10000.0,hold,10067.715950012207,0.6771595001220598,0.0,-0.6771595001220598
2024-03-08,56.928184509277344,57.186427717592956,56.40213515096857,56.71776330651978,13239000,57.378677940368654,57.25720764160156,hold,0.0,10000.0,0,10000.0,hold,10081.259140014648,0.8125914001464896,0.0,-0.8125914001464896
2024-03-11,57.61682891845703,57.66465092057362,56.985569004197366,57.17685701266372,14114300,57.411197090148924,57.28647514343262,hold,0.0,10000.0,0,10000.0,hold,10203.149200439453,2.0314920043945417,0.0,-2.0314920043945417
2024-03-12,57.865516662597656,58.104630367815,57.58814388888499,57.69335450295432,12684600,57.44945526123047,57.319951095581054,hold,0.0,10000.0,0,10000.0,hold,10247.166931152344,2.471669311523428,0.0,-2.471669311523428
2024-03-13,58.45851516723633,58.544596243431634,58.15244992933866,58.22896806310579,13909500,57.534101486206055,57.36184387207031,hold,0.0,10000.0,0,10000.0,hold,10352.127666473389,3.5212766647338967,0.0,-3.5212766647338967
2024-03-14,58.328365325927734,58.61759615397347,58.23195627583566,58.40549550821701,13996600,57.61510963439942,57.38410865783691,hold,0.0,10000.0,0,10000.0,hold,10329.091144561768,3.2909114456176836,0.0,-3.2909114456176836
2024-03-15,57.730621337890625,58.2801610165419,57.4992344679361,57.8655954796268,36849900,57.66097011566162,57.39174057006836,hold,0.0,10000.0,0,10000.0,hold,10223.2904586792,2.232904586791995,0.0,-2.232904586791995
2024-03-18,57.971641540527344,58.231950362666275,57.6534850875456,57.74025469492524,15856700,57.71935977935791,57.408018798828124,hold,0.0,10000.0,0,10000.0,hold,10265.951034545898,2.659510345458993,0.0,-2.659510345458993
2024-03-19,58.06805419921875,58.183745790344304,57.904158084938324,58.07769731051135,15030600,57.71992206573486,57.42794685363769,hold,0.0,10000.0,0,10000.0,hold,10283.016075134277,2.8301607513427696,0.0,-2.8301607513427696
2024-03-20,58.56938552856445,58.62723315925622,58.000563365620714,58.01984590918464,15258800,57.719726753234866,57.44948463439941,hold,0.0,10000.0,0,10000.0,hold,10371.751720428467,3.7175172042846594,0.0,-3.7175172042846594
2024-03-21,58.299442291259766,58.80077743375754,58.15482504096965,58.38621190587995,13067100,57.7103385925293,57.467727737426756,hold,0.0,10000.0,0,10000.0,hold,10323.971767425537,3.2397176742553713,0.0,-3.2397176742553713
2024-03-22,58.318721771240234,58.607952578848995,58.260874138610774,58.34764374867033,11502800,57.699522972106934,57.482530670166014,hold,0.0,10000.0,0,10000.0,hold,10327.38423538208,3.2738423538207995,0.0,-3.2738423538207995
2024-03-25,58.23194885253906,58.530819076386805,57.961996926709084,58.30907534722689,13144700,57.70780200958252,57.50305839538574,hold,0.0,10000.0,0,10000.0,hold,10312.025428771973,3.120254287719737,0.0,-3.120254287719737
2024-03-26,58.36692428588867,58.53082038938255,58.212667615283614,58.32835919879513,13277400,57.74052429199219,57.515190811157225,hold,0.0,10000.0,0,10000.0,hold,10335.916080474854,3.35916080474854,0.0,-3.35916080474854
2024-03-27,58.839332580566406,59.22497608842613,58.52117981268582,58.607949418065814,12551200,57.79399738311768,57.544422988891604,hold,0.0,10000.0,0,10000.0,hold,10419.532348632812,4.1953234863281175,0.0,-4.1953234863281175
2024-03-28,58.98394775390625,59.06107424612111,58.81040854921165,58.945382668914355,13683500,57.872873878479005,57.57654747009278,hold,0.0,10000.0,0,10000.0,hold,10445.129234313965,4.451292343139657,0.0,-4.451292343139657
2024-04-01,58.50189971923828,59.09964387145879,58.45369519817955,58.983952285364,11668700,57.95108146667481,57.59577903747559,hold,0.0,10000.0,0,10000.0,hold,10359.806732177734,3.598067321777343,0.0,-3.598067321777343
2024-04-02,57.99092483520508,58.55010389618449,57.95235974747707,58.280155637626784,13017300,57.99034957885742,57.61110382080078,hold,0.0,10000.0,0,10000.0,hold,10269.364177703857,2.693641777038569,0.0,-2.693641777038569
2024-04-03,57.68241500854492,58.22231155860336,57.634206807058774,57.89451564845242,13672900,58.028061103820804,57.62523193359375,hold,0.0,10000.0,0,10000.0,hold,10214.75793838501,2.1475793838501067,0.0,-2.1475793838501067
2024-04-04,57.17143630981445,57.99092791763229,57.04610160692101,57.93308028296546,14320700,58.03878879547119,57.62378433227539,hold,0.0,10000.0,0,10000.0,hold,10124.314708709717,1.2431470870971628,0.0,-1.2431470870971628
2024-04-05,57.37389373779297,57.537793519675404,56.79543214028011,57.12322802627584,10157800,58.06490001678467,57.64436721801758,hold,0.0,10000.0,0,10000.0,hold,10160.149673461914,1.6014967346191344,0.0,-1.6014967346191344
2024-04-08,57.14250946044922,57.33533121513283,56.949687705765605,57.26784415265893,10284500,58.07561626434326,57.65554008483887,hold,0.0,10000.0,0,10000.0,hold,10119.19465637207,1.1919465637207027,0.0,-1.1919465637207027
2024-04-09,57.57636260986328,57.595645154823536,57.00754040572879,57.344975748109675,10779100,58.07359294891357,57.671372985839845,hold,0.0,10000.0,0,10000.0,hold,10195.98666381836,1.9598666381835939,0.0,-1.9598666381835939
2024-04-10,56.80506896972656,57.25819952959763,56.58332524491724,57.19071246890649,11861900,58.02057056427002,57.66489356994629,hold,0.0,10000.0,0,10000.0,hold,10059.46768951416,0.5946768951416104,0.0,-0.5946768951416104
2024-04-11,56.9304084777832,57.238921832135205,56.67974275653569,57.02682119962401,11109000,57.94416522979736,57.657668914794925,hold,0.0,10000.0,0,10000.0,hold,10081.652782440186,0.816527824401847,0.0,-0.816527824401847
2024-04-12,56.188045501708984,56.891841801546455,56.043431939636974,56.83399784782532,12250900,57.83714923858643,57.64343994140625,hold,0.0,10000.0,0,10000.0,hold,9950.254535675049,-0.4974546432495064,0.0,0.4974546432495064
2024-04-15,56.05307388305664,56.69902625810256,55.956664837357536,56.506204488935005,12425000,57.753271865844724,57.59800926208496,hold,0.0,10000.0,0,10000.0,hold,9926.364559173584,-0.7363544082641615,0.0,0.7363544082641615
2024-04-16,55.975948333740234,56.284461698545854,55.850613629985006,56.15912699479063,11236800,57.65348720550537,57.559452819824216,hold,0.0,10000.0,0,10000.0,hold,9912.71333694458,-0.8728666305542032,0.0,0.8728666305542032
2024-04-17,56.409793853759766,56.45800205616334,56.01451086732908,56.18805009822738,13805100,57.57057418823242,57.53913787841797,hold,0.0,10000.0,0,10000.0,hold,9989.503993988037,-0.10496006011962988,0.0,0.10496006011962988
2024-04-18,56.795433044433594,56.86292010929215,56.43871517621421,56.51584167415147,11125900,57.48187656402588,57.52844856262207,sell,0.0,10000.0,0,10000.0,sell,10057.762130737305,0.5776213073730441,0.0,-0.5776213073730441
2024-04-19,58.01020431518555,58.19338664494751,56.88220307047319,56.978612113044264,21207900,57.467414665222165,57.54109817504883,hold,0.0,10000.0,0,10000.0,hold,10272.7766456604,2.727766456603997,0.0,-2.727766456603997
2024-04-22,58.376564025878906,58.45369420047176,57.57635869220839,57.981281075513415,15624500,57.4703067779541,57.5641357421875,hold,0.0,10000.0,0,10000.0,hold,10337.622314453125,3.376223144531254,0.0,-3.376223144531254
2024-04-23,58.46332931518555,58.50189439963347,57.97163736066555,58.357277171838184,13689100,57.481875801086424,57.59407341003418,hold,0.0,10000.0,0,10000.0,hold,10352.9797706604,3.5297977066039987,0.0,-3.5297977066039987
2024-04-24,59.34067153930664,59.43708426144322,57.69205260734883,58.154822640296494,19548300,57.53056316375732,57.63887977600098,hold,0.0,10000.0,0,10000.0,hold,10508.269344329834,5.082693443298347,0.0,-5.082693443298347
2024-04-25,59.52385330200195,60.34334120457769,59.1671317501694,59.64918432292437,19048500,57.5647891998291,57.694045028686524,hold,0.0,10000.0,0,10000.0,hold,10540.692516326904,5.4069251632690385,0.0,-5.4069251632690385
2024-04-26,59.52385330200195,59.70703195565191,59.147849205926896,59.340670970582735,10994300,57.59178447723389,57.75035804748535,hold,0.0,10000.0,0,10000.0,hold,10540.692516326904,5.4069251632690385,0.0,-5.4069251632690385
2024-04-29,59.813079833984375,59.82271926653186,59.3213841853755,59.69738457680052,13409300,57.65734348297119,57.81035140991211,hold,0.0,10000.0,0,10000.0,hold,10591.885612487793,5.918856124877925,0.0,-5.918856124877925
2024-04-30,59.552772521972656,60.57472525289002,59.26354172726596,59.909490379518616,19349200,57.73543586730957,57.86532989501953,hold,0.0,10000.0,0,10000.0,hold,10545.811218261719,5.458112182617181,0.0,-5.458112182617181
2024-05-01,59.70703125,60.324057947390905,59.01287437655063,59.581696552789595,16729800,57.836666679382326,57.89833435058594,hold,0.0,10000.0,0,10000.0,hold,10573.115013122559,5.731150131225582,0.0,-5.731150131225582
2024-05-02,59.7648811340332,60.16016410680441,59.50457229668103,59.948059792420565,10991300,57.96633892059326,57.922166137695314,buy,0.0,10000.0,0,10000.0,buy,10583.354442596436,5.833544425964354,0.0,-5.833544425964354
2024-05-03,59.93841552734375,60.09267588230382,59.427440973731024,59.76487998355225,11628700,58.0945650100708,57.951190338134765,hold,0.9444374485658511,557.1489625987451,158,10027.418615919058,hold,10614.070030212402,6.140700302124014,0.2741861591905703,-5.866514142933443
2024-05-06,60.11195373535156,60.140879390303496,59.67810936653395,60.06374921412396,9310700,58.24303722381592,57.982728729248045,hold,0.944588964850719,557.1489625987451,158,10054.837652784292,hold,10644.786293029785,6.447862930297843,0.5483765278429198,-5.899486402454923
2024-05-07,60.37226104736328,60.565082805201165,60.015543185913124,60.50723517451906,9807000,58.38283214569092,58.02884658813477,hold,0.9448146961751189,557.1489625987451,158,10095.966208082144,hold,10690.86068725586,6.908606872558587,0.9596620808214329,-5.948944791737154
2024-05-08,60.5940055847168,60.70970084761433,60.23728771853902,60.5940055847168,10484400,58.57227897644043,58.0864771270752,hold,0.9450055412955435,557.1489625987451,158,10131.001844983999,hold,10730.109470367432,7.301094703674327,1.3100184498400003,-5.9910762538343265
2024-05-09,60.62293243408203,60.88324126407787,60.49759773569087,60.55544536827969,9113700,58.75690517425537,58.143538360595706,hold,0.9450303399934059,557.1489625987451,158,10135.572287183706,hold,10735.229522705078,7.352295227050787,1.3557228718370506,-5.996572355213736
2024-05-10,60.98929214477539,61.085704869557475,60.53616521049249,60.6614962360551,8371700,58.996967506408694,58.21519584655762,hold,0.9453424921536119,557.1489625987451,158,10193.457121473257,hold,10800.075191497803,8.000751914978022,1.9345712147325722,-6.066180700245449
2024-05-13,61.29780578613281,61.33636719613725,60.91216226393483,60.97000989559529,10137600,59.2592041015625,58.30239700317383,hold,0.9456026206531437,557.1489625987451,158,10242.20227680773,hold,10854.682106018066,8.546821060180655,2.422022768077303,-6.1247982921033515
2024-05-14,60.83503341674805,61.47134266783038,60.545802607668676,61.29780712459817,10852200,59.50215835571289,58.37498641967773,hold,0.9452114910924574,557.1489625987451,158,10169.084242444937,hold,10772.771396636963,7.72771396636962,1.690842424449368,-6.036871541920252
2024-05-15,60.86396026611328,61.11462599149445,60.738625564538026,60.79647319859646,9838900,59.724866676330564,58.453701934814454,hold,0.9452361044414389,557.1489625987451,158,10173.654684644644,hold,10777.89144897461,7.778914489746103,1.7365468464464406,-6.042367643299662
2024-05-16,61.047142028808594,61.442425020555085,60.80611572462733,60.97001552391075,10228000,59.937452125549314,58.535507125854494,hold,0.9453914586077168,557.1489625987451,158,10202.597403150503,hold,10810.31462097168,8.103146209716794,2.02597403150504,-6.077172178211754
2024-05-17,60.767547607421875,61.095343511896836,60.68077799512646,61.06642153372148,11539000,60.07531929016113,58.613824691772464,hold,0.9451539824917737,557.1489625987451,158,10158.421484571401,hold,10760.82640838623,7.608264083862304,1.5842148457140048,-6.024049238148299
2024-05-20,60.32406234741211,60.74826731336745,60.2180101864809,60.67114080945261,11000900,60.17269420623779,58.68174224853516,hold,0.9447730384381815,557.1489625987451,158,10088.350813489858,hold,10682.329517364502,6.8232951736450165,0.8835081348985918,-5.939787038746425
2024-05-21,60.651851654052734,60.71933871678688,60.19872108046424,60.565082047998956,9796200,60.282120323181154,58.74244270324707,hold,0.9450551098045905,557.1489625987451,158,10140.141523939077,hold,10740.348224639893,7.403482246398929,1.4014152393907686,-6.0020670070081605
2024-05-22,60.738624572753906,60.757907117125185,60.41082867398065,60.459033196024215,7419400,60.35201797485352,58.799904861450194,hold,0.9451292985093053,557.1489625987451,158,10153.851645093862,hold,10755.70703125,7.557070312499992,1.5385164509386318,-6.01855386156136
2024-05-23,59.861289978027344,60.62293394277323,59.82272488867505,60.24693351601166,9834300,60.368889808654785,58.827960357666015,hold,0.9443698439281502,557.1489625987451,158,10015.232779127065,hold,10600.418807983398,6.004188079833983,0.15232779127065665,-5.851860288563326
2024-05-24,59.77452087402344,60.17944328235687,59.74559889564801,59.98662518949488,8203100,60.38142318725586,58.85688346862793,hold,0.9442935892787135,557.1489625987451,158,10001.523260694448,hold,10585.060676574707,5.850606765747068,0.015232606944493021,-5.835374158802575
2024-05-28,59.60097885131836,59.89985276566011,59.19605646198684,59.572056874300166,12347000,60.37081813812256,58.894290618896484,hold,0.9441404477270805,557.1489625987451,158,9974.103621107046,hold,10554.343738555908,5.543437385559091,-0.25896378892954486,-5.802401174488637
2024-05-29,59.48529052734375,59.65882975450731,58.87790323227127,59.2635467765835,11861800,60.36744403839111,58.924563598632815,hold,0.9440378903704919,557.1489625987451,158,9955.824865919058,hold,10533.866905212402,5.338669052124034,-0.44175134080942646,-5.780420392933461
2024-05-30,59.74559783935547,59.851649995216206,59.38887628277494,59.6299025723605,9433800,60.36937236785889,58.95811447143555,hold,0.9442681245852075,557.1489625987451,158,9996.95342121691,hold,10579.941299438477,5.799412994384756,-0.03046578783091336,-5.829878782215669
2024-05-31,60.67113494873047,60.767543988753445,59.47564299249217,59.76487746809938,19816600,60.41468505859375,59.000149459838866,hold,0.9450716138780312,557.1489625987451,158,10143.18828449816,hold,10743.761367797852,7.437613677978505,1.4318828449815912,-6.005730832996914
2024-06-03,60.67113494873047,60.825391619428714,60.20836493663571,60.45903064735695,9369000,60.451321029663085,59.04758331298828,hold,0.9450716138780312,557.1489625987451,158,10143.18828449816,hold,10743.761367797852,7.437613677978505,1.4318828449815912,-6.005730832996914
2024-06-04,61.64488220214844,61.67380785764188,60.68077704847084,60.93144644797782,11895600,60.52796745300293,59.114106521606445,hold,0.9458923201588091,557.1489625987451,158,10297.040350538198,hold,10916.114631652832,9.161146316528313,2.97040350538198,-6.190742811146333
