date,close,high,low,open,volume,tr,atr,rolling_high,rolling_low,upper_threshold,lower_threshold,signal,position_pct,cash,shares,portfolio_value,pending_signal,buy_hold_value,buy_hold_return_pct,strategy_return_pct,outperformance
2023-10-30,53.28068923950195,53.404043523974394,52.58798966786176,52.59748068652151,15014300,0.9868644163083786,0.9360219566745533,53.736150816520556,48.91574233945764,55.14018375153238,47.51170940444581,hold,0.0,10000.0,0,10000.0,,10000.0,0.0,0.0,0.0
2023-10-31,53.603309631347656,53.8215559813431,53.28068380531902,53.67921967406828,16639400,0.5408721760240809,0.8892548840427901,53.736150816520556,48.91574233945764,55.07003314258474,47.58186001339345,hold,0.0,10000.0,0,10000.0,hold,10060.330013275146,0.603300132751472,0.0,-0.603300132751472
2023-11-01,53.55585861206055,53.97337649147742,53.38505650134682,53.89746283348801,14110800,0.5883199901306,0.836387742105747,53.8215559813431,48.91574233945764,55.07613759450172,47.661160726299016,hold,0.0,10000.0,0,10000.0,hold,10051.456672668457,0.5145667266845733,0.0,-0.5145667266845733
2023-11-02,54.17264938354492,54.22958463225989,53.47995347977859,53.612798773684084,13087200,0.7496311524813066,0.8370656693659936,53.97337649147742,48.91574233945764,55.22897499552641,47.66014383540865,hold,0.0,10000.0,0,10000.0,hold,10166.796546936035,1.667965469360344,0.0,-1.667965469360344
2023-11-03,53.84053421020508,54.64709696259757,53.8025773790951,54.46680744446914,13958700,0.8445195835024748,0.8485878951387343,54.22958463225989,48.91574233945764,55.502466474967996,47.642860496749535,hold,0.0,10000.0,0,10000.0,hold,10104.691009521484,1.046910095214848,0.0,-1.046910095214848
2023-11-06,54.05877685546875,54.35293322700959,53.84053052118404,53.87848372993091,12673200,0.5124027058255507,0.824865269208655,54.64709696259757,49.447127486736015,55.88439486641055,48.209829582923035,hold,0.0,10000.0,0,10000.0,hold,10145.502384185791,1.4550238418579164,0.0,-1.4550238418579164
2023-11-07,54.258052825927734,54.46681179394051,53.831047491248384,54.01133702377392,10449300,0.6357643026921238,0.8289320753940436,54.64709696259757,49.75077221352541,55.89049507568864,48.50737410043434,hold,0.0,10000.0,0,10000.0,hold,10182.766990661621,1.8276699066162028,0.0,-1.8276699066162028
2023-11-08,54.17264938354492,54.533232052547525,54.01133465540055,54.39089574064148,13744000,0.5218973971469723,0.8052099668217448,54.64709696259757,49.75077221352541,55.85491191283019,48.54295726329279,hold,0.0,10000.0,0,10000.0,hold,10166.796546936035,1.667965469360344,0.0,-1.667965469360344
2023-11-09,53.76461410522461,54.22008516467608,53.489432542296996,54.115705701513036,12021100,0.7306526223790826,0.8119876841779973,54.64709696259757,49.75077221352541,55.86507848886457,48.53279068725841,hold,0.0,10000.0,0,10000.0,hold,10090.493949890137,0.9049394989013582,0.0,-0.9049394989013582
2023-11-10,53.821563720703125,54.020831683731814,53.19529039421068,53.963896428682254,11678900,0.8255412895211336,0.8140209688035271,54.64709696259757,49.95005014787351,55.868128415802865,48.72901869466822,hold,0.0,10000.0,0,10000.0,hold,10101.14352798462,1.0114352798461956,0.0,-1.0114352798461956
2023-11-13,54.02082443237305,54.182135537048815,53.70768600127864,53.72666441708097,12798200,0.47444953577017657,0.7062530064454796,54.64709696259757,50.1398221570001,55.70647647226579,49.08044264733188,hold,0.0,10000.0,0,10000.0,hold,10138.405281066895,1.3840528106689343,0.0,-1.3840528106689343
2023-11-14,54.182132720947266,54.31498162465879,53.90695475552251,54.10622268144604,12697100,0.40802686913627895,0.6906639817617984,54.64709696259757,50.49091121500743,55.68309293524027,49.454915242364734,hold,0.0,10000.0,0,10000.0,hold,10168.569931030273,1.6856993103027351,0.0,-1.6856993103027351
2023-11-15,54.2865104675293,54.40986835003175,53.850017799920494,54.37191152160601,10201900,0.559850550111257,0.6689748827627418,54.64709696259757,51.10770006186515,55.65055928674168,50.10423773772104,hold,0.0,10000.0,0,10000.0,hold,10188.088569641113,1.8808856964111387,0.0,-1.8808856964111387
2023-11-16,54.22957992553711,54.59015894348137,53.90695411701267,54.324468378730344,16010400,0.6832048264687032,0.6472855298212943,54.64709696259757,51.10770006186515,55.61802525732951,50.13677176713321,hold,0.0,10000.0,0,10000.0,hold,10177.442558288574,1.7744255828857414,0.0,-1.7744255828857414
2023-11-17,54.33395004272461,54.40986369307861,53.80256896929488,54.26752740854589,14475800,0.6072947237837312,0.6201734089266766,54.64709696259757,51.287990224324226,55.577357075987585,50.35773011093421,hold,0.0,10000.0,0,10000.0,hold,10196.959770202637,1.96959770202636,0.0,-1.96959770202636
2023-11-20,54.46680450439453,54.63760661540702,54.04928662424734,54.13468767975358,13051000,0.5883199911596861,0.6235625385792198,54.64709696259757,51.287990224324226,55.582440770466405,50.35264641645539,hold,0.0,10000.0,0,10000.0,hold,10221.803554534912,2.2180355453491174,0.0,-2.2180355453491174
2023-11-21,55.06460952758789,55.0741005449506,54.400383102699344,54.523737370314336,13891600,0.6737174422512595,0.6296623565878383,54.64709696259757,52.284330215289955,55.59159049747933,51.3398366804082,hold,0.0,10000.0,0,10000.0,hold,10333.59309387207,3.3359309387207103,0.0,-3.3359309387207103
2023-11-22,55.43467330932617,55.54854378624332,55.159495372848376,55.2828496265321,11320600,0.48393425865543094,0.6106840070288472,55.0741005449506,52.284330215289955,55.99012655549387,51.368304204746686,hold,0.0,10000.0,0,10000.0,hold,10402.795021057129,4.027950210571296,0.0,-4.027950210571296
2023-11-24,55.5770149230957,55.74781703508206,55.35876858439369,55.47263545246377,4816000,0.3890484506883709,0.5781503546849827,55.54854378624332,52.284330215289955,56.4157693182708,51.41710468326248,hold,0.0,10000.0,0,10000.0,hold,10429.412902832031,4.294129028320315,0.0,-4.294129028320315
2023-11-27,55.472633361816406,55.69087969229317,55.29234385918664,55.54854701751041,16246500,0.3985358331065356,0.5700170066336244,55.74781703508206,52.284330215289955,56.602842545032495,51.42930470533952,hold,0.0,10000.0,0,10000.0,hold,10409.893550872803,4.098935508728019,0.0,-4.098935508728019
2023-11-28,55.58651351928711,55.8237383049725,55.37775454955982,55.41571138401259,13739600,0.44598375541268354,0.5564612532565215,55.74781703508206,52.58798966786176,56.58250891496684,51.75329778797698,hold,0.0,10000.0,0,10000.0,hold,10431.189140319824,4.311891403198231,0.0,-4.311891403198231
2023-11-29,55.25439453125,55.671908834951005,55.13103663388452,55.5865113903474,11263600,0.5408722010664846,0.5578165963936296,55.8237383049725,53.19529039421068,56.66046319956295,52.358565499620234,hold,0.0,10000.0,0,10000.0,hold,10369.082889556885,3.690828895568843,0.0,-3.690828895568843
2023-11-30,55.89521789550781,55.914347429576615,55.09179570754593,55.43612002361324,22727500,0.8225517220306884,0.5643808177973157,55.8237383049725,53.19529039421068,56.67030953166847,52.34871916751471,hold,0.0,10000.0,0,10000.0,hold,10488.916858673096,4.889168586730963,0.0,-4.889168586730963
