date,close,high,low,open,volume,sma,std,upper_band,lower_band,signal,position_pct,cash,shares,portfolio_value,equity_pct,risk_budget,max_position_pct,signal_strength
2024-09-06,0.2614870071411133,0.2835479974746704,0.25791001319885254,0.27931100130081177,99188650,0.2841308596730232,0.031895619294276,0.33197428861443723,0.2362874307316092,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-07,0.256521999835968,0.2672959864139557,0.2554909884929657,0.2614870071411133,58120709,0.2832857999205589,0.032059029846973335,0.3313743446910189,0.23519725515009893,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-08,0.2754170000553131,0.27755698561668396,0.2553899884223938,0.256521999835968,76413706,0.2829256197810173,0.03204394178984876,0.3309915324657905,0.23485970709624418,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-09,0.28166499733924866,0.28783300518989563,0.272801011800766,0.27541500329971313,100134637,0.28274925976991655,0.03202576008065738,0.3307878998909026,0.23471061964893047,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-10,0.2797519862651825,0.2869659960269928,0.270922988653183,0.28166499733924866,71878137,0.2829222795367241,0.031984888326256594,0.330899612026109,0.2349449470473392,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-11,0.2755500078201294,0.284637987613678,0.2677769958972931,0.27974700927734375,87090742,0.28297633975744246,0.03196979247800839,0.33093102847445505,0.23502165104042988,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-12,0.28391700983047485,0.2840079963207245,0.2713469862937927,0.2755500078201294,62223307,0.28345836013555525,0.031794679263236376,0.33115037903040984,0.23576634124070067,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-13,0.28414100408554077,0.2866930067539215,0.2748290002346039,0.28391700983047485,63465341,0.2840875604748726,0.03148294144609223,0.33131197264401097,0.23686314830573424,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-14,0.2751390039920807,0.2843959927558899,0.2737480103969574,0.28414100408554077,48714043,0.2842565605044365,0.03141023598151541,0.3313719144767096,0.23714120653216336,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-15,0.26486799120903015,0.2786349952220917,0.2635279893875122,0.2751390039920807,52753119,0.2841862800717354,0.03145038583367064,0.33136185882224134,0.23701070132122945,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
