date,close,high,low,open,volume,sma,std,upper_band,lower_band,signal,position_pct,cash,shares,portfolio_value,equity_pct,risk_budget,max_position_pct,signal_strength,buy_hold_value,buy_hold_return_pct,strategy_return_pct,outperformance
2024-04-03,49.44820022583008,49.5577096360605,48.14405237077354,48.24360430862138,1048400,45.54690231323242,3.554516491812694,50.87867705095147,40.21512757551338,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9841.50993347168,-1.5849006652832065,0.0,1.5849006652832065
2024-04-04,47.61642074584961,50.22472027999894,47.29784618665672,49.906149518469086,1190800,45.535155029296874,3.5465181785267768,50.85493229708704,40.21537776150671,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9476.985816955566,-5.230141830444335,0.0,5.230141830444335
2024-04-05,47.397403717041016,48.22369547426234,46.899636408603556,47.12860891476521,782500,45.512257766723636,3.5303662375990683,50.80780712312224,40.21670841032503,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9433.401428222656,-5.665985717773436,0.0,5.665985717773436
2024-04-08,49.587581634521484,50.43378455687875,47.8653071682869,48.761286062959904,1358200,45.562631912231446,3.570768894768007,50.91878525438346,40.20647857007943,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9869.24683380127,-1.3075316619873045,0.0,1.3075316619873045
2024-04-09,51.339717864990234,51.528868067582806,49.955925409699184,49.955925409699184,1045800,45.654420166015626,3.659798239783697,51.14411752569117,40.16472280634008,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,0.25,10217.92194366455,2.1792194366455186,0.0,-2.1792194366455186
2024-04-10,50.92159652709961,51.26007844445544,49.55771138494233,49.926061922836965,1206800,45.756562042236325,3.734854877633914,51.35884435868719,40.15427972578546,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.15,10134.715797424316,1.3471579742431627,0.0,-1.3471579742431627
2024-04-11,50.931549072265625,51.668246334048305,50.15503331341979,51.07092330614431,905700,45.876623458862305,3.803548122485916,51.58194564259118,40.17130127513343,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.04999999999999999,10136.696353912354,1.3669635391235335,0.0,-1.3669635391235335
2024-04-12,47.72592544555664,50.89172565058859,47.70601429863445,50.61297718900386,990800,45.99349914550781,3.767917656942979,51.64537563092228,40.34162266009334,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9498.777252197266,-5.012227478027342,0.0,5.012227478027342
2024-04-15,46.74034881591797,48.512399135071895,45.97378674138229,47.92503358692965,784700,46.08887138366699,3.7241390999413166,51.675080033578965,40.50266273375502,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9302.64750289917,-6.973524971008304,0.0,6.973524971008304
2024-04-16,45.326690673828125,46.24258451195485,45.316736998459284,45.704994898119374,827800,46.186234664916995,3.636542275917238,51.64104807879285,40.73142125104114,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9021.329532623291,-9.786704673767089,0.0,9.786704673767089
2024-04-17,45.81450271606445,46.84985961078823,45.615395036669405,45.78463789333728,1107400,46.319039001464844,3.493686597140589,51.55956889717573,41.07850910575396,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9118.40412902832,-8.815958709716798,0.0,8.815958709716798
2024-04-18,45.60544204711914,46.33218185982067,45.386423216726314,45.81450340467783,1144500,46.424366607666016,3.3874945687493336,51.505608460790015,41.34312475454202,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9076.801055908203,-9.231989440917964,0.0,9.231989440917964
2024-04-19,44.78910446166992,45.64526104936122,44.6397727488148,45.097717764997796,1463900,46.51436294555664,3.279219586173743,51.433192324817256,41.59553356629603,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,8914.349876403809,-10.856501235961913,0.0,10.856501235961913
2024-04-22,43.7935676574707,44.77914476075517,42.60887908184398,44.400840558630954,1241300,46.58484680175781,3.178580178406525,51.3527170693676,41.816976534148026,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,8716.238052368164,-12.837619476318363,0.0,12.837619476318363
2024-04-23,44.589996337890625,45.07780617277463,43.17633520915264,43.255979801267756,1257800,46.67544044494629,3.0508104229053172,51.25165607930427,42.09922481058831,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,8874.727359771729,-11.25272640228272,0.0,11.25272640228272
2024-04-24,43.0767822265625,44.60990640879198,42.54915010836086,43.81347569752367,2556300,46.70570472717285,3.0062454497650175,51.21507290182038,42.196336552525324,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,8573.597751617432,-14.26402248382569,0.0,14.26402248382569
2024-04-25,43.31570816040039,43.425217572472604,41.94187316621185,43.05687083904493,1212300,46.7835555267334,2.8606827155532275,51.074579600063245,42.49253145340356,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,8621.144012451172,-13.788559875488282,0.0,13.788559875488282
2024-04-26,43.94289779663086,44.45062258272804,43.43517680819689,43.6143733447414,859200,46.85802146911621,2.7318915798627517,50.95585883891034,42.76018409932208,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,8745.954750061035,-12.540452499389653,0.0,12.540452499389653
2024-04-29,46.99918746948242,47.24807111903189,45.4959318971754,45.58553016291974,1503600,46.97529541015625,2.6040911922592045,50.881432198545056,43.06915862176744,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9354.156394958496,-6.45843605041504,0.0,6.45843605041504
2024-04-30,45.4859733581543,46.09325005644444,44.83887816309368,45.62535138867151,1615900,47.021488189697266,2.555356688919708,50.854523223076825,43.188453156317706,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9053.0267868042,-9.469732131958008,0.0,9.469732131958008
2024-05-01,45.62535095214844,46.92949880223204,44.629816386814156,45.605439805122195,681200,47.089582748413086,2.468708626725913,50.792645688501956,43.386519808324216,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9080.762928009033,-9.19237071990967,0.0,9.19237071990967
2024-05-02,46.4914665222168,46.989233821603136,45.34660021456297,46.39191078374166,723700,47.16484519958496,2.389115237796666,50.748518056279956,43.581172342889964,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9253.119926452637,-7.468800735473636,0.0,7.468800735473636
2024-05-03,47.46709060668945,48.25356386165362,47.377492339697795,47.64628714067276,835400,47.25523979187012,2.3104965871702667,50.72098467262552,43.789494911114716,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9447.269119262695,-5.527308807373044,0.0,5.527308807373044
2024-05-06,47.7458381652832,48.36307234721463,47.4073562517819,48.23365178678861,622400,47.3406566619873,2.2459349260228234,50.709559051021536,43.97175427295307,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9502.739883422852,-4.972601165771485,0.0,4.972601165771485
2024-05-07,47.795616149902344,48.63186539511307,47.287895157082346,47.40735824992295,803100,47.418109283447265,2.191791386189441,50.70579636273143,44.130422204163104,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9512.64570236206,-4.873542976379397,0.0,4.873542976379397
2024-05-08,47.48699951171875,47.74583682765623,46.471553799663134,47.029054523241605,1192400,47.45892616271973,2.1732434520669632,50.718791340820175,44.19906098461928,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9451.230991363525,-5.487690086364749,0.0,5.487690086364749
2024-05-09,48.29999923706055,49.45000076293945,47.5,47.900001525878906,1365200,47.50863609313965,2.163265151084797,50.753533819766844,44.263738366512456,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9613.017936706543,-3.869820632934573,0.0,3.869820632934573
2024-05-10,46.790000915527344,48.65999984741211,46.380001068115234,48.65999984741211,1139400,47.45447647094726,2.146275205495473,50.673889279190476,44.23506366270405,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9312.528270721436,-6.874717292785649,0.0,6.874717292785649
2024-05-13,48.099998474121094,48.209999084472656,46.709999084472656,47.20000076293945,725900,47.39246955871582,2.0795961992247,50.51186385755287,44.273075259878766,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9573.217784881592,-4.267822151184086,0.0,4.267822151184086
2024-05-14,49.5099983215332,49.68000030517578,48.400001525878906,48.4900016784668,1106700,47.424367904663086,2.099908780008523,50.57423107467587,44.2745047346503,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9853.807754516602,-1.461922454833986,0.0,1.461922454833986
2024-05-15,47.97999954223633,50.0099983215332,47.91999816894531,50.0099983215332,1142900,47.496548385620116,2.0543445627744936,50.578065229781856,44.415031541458376,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9549.337997436523,-4.506620025634767,0.0,4.506620025634767
2024-05-16,47.970001220703125,48.4900016784668,47.20000076293945,48.040000915527344,878900,47.5314949798584,2.0470814446711825,50.602117146865176,44.460872812851626,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9547.348331451416,-4.526516685485838,0.0,4.526516685485838
2024-05-17,47.849998474121094,48.66999816894531,47.540000915527344,47.90999984741211,740600,47.556674575805665,2.0430161167479217,50.62119875092755,44.492150400683784,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9523.467784881592,-4.7653221511840815,0.0,4.7653221511840815
2024-05-20,48.900001525878906,48.91999816894531,47.380001068115234,47.849998474121094,700800,47.61818550109863,2.036085638589159,50.67231395898237,44.56405704321489,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9732.418392181396,-2.675816078186033,0.0,2.675816078186033
2024-05-21,47.310001373291016,48.970001220703125,47.150001525878906,48.36000061035156,565500,47.58915985107422,2.0297922423250663,50.63384821456182,44.54447148758662,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9416.008361816406,-5.839916381835941,0.0,5.839916381835941
2024-05-22,47.5099983215332,47.72999954223633,46.459999084472656,46.70000076293945,1138900,47.54541809082031,2.006876017915928,50.555732117694205,44.53510406394642,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9455.807754516602,-5.44192245483398,0.0,5.44192245483398
2024-05-23,48.619998931884766,50.38999938964844,47.150001525878906,47.619998931884766,1860000,47.512925415039064,1.9751837521263824,50.47570104322864,44.55014978684949,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9676.697875976562,-3.2330212402343794,0.0,3.2330212402343794
2024-05-24,49.45000076293945,49.720001220703125,48.16999816894531,48.59000015258789,1396700,47.52570419311523,1.9857920318595483,50.50439224090455,44.54701614532591,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9841.868240356445,-1.5813175964355497,0.0,1.5813175964355497
2024-05-28,49.61000061035156,50.72999954223633,49.130001068115234,49.70000076293945,1159800,47.515998153686525,1.9741279397977551,50.477190063383155,44.554806243989894,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9873.708209991455,-1.2629179000854474,0.0,1.2629179000854474
2024-05-29,47.0099983215332,48.900001525878906,46.970001220703125,48.619998931884766,941700,47.4572787475586,1.9438062592604293,50.37298813644924,44.54156935866796,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9356.307754516602,-6.436922454833982,0.0,6.436922454833982
2024-05-30,46.75,47.31999969482422,46.40999984741211,46.9900016784668,982700,47.43517181396484,1.945471482784057,50.35337903814093,44.516964589788756,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9304.568088531494,-6.95431911468506,0.0,6.95431911468506
2024-05-31,46.70000076293945,48.209999084472656,46.060001373291016,47.189998626708984,1126000,47.363482818603515,1.9039337735548671,50.21938347893582,44.50758215827121,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9294.618240356445,-7.053817596435552,0.0,7.053817596435552
2024-06-03,46.41999816894531,47.599998474121094,46.279998779296875,47.599998474121094,592500,47.30570625305176,1.8874565639934016,50.13689109904186,44.47452140706166,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9238.897724151611,-7.611022758483887,0.0,7.611022758483887
2024-06-04,45.540000915527344,45.9900016784668,45.2400016784668,45.54999923706055,731100,47.261390380859375,1.9026247328415762,50.11532748012174,44.40745328159701,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9063.778270721436,-9.362217292785646,0.0,9.362217292785646
2024-06-05,46.83000183105469,46.95000076293945,45.279998779296875,45.810001373291016,795000,47.275129852294924,1.8968555420299131,50.12041316533979,44.42984653925006,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9320.488452911377,-6.795115470886226,0.0,6.795115470886226
2024-06-06,47.06999969482422,47.099998474121094,46.11000061035156,46.36000061035156,619700,47.303425521850585,1.8826973288408142,50.12747151511181,44.47937952858936,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9368.248027801514,-6.3175197219848656,0.0,6.3175197219848656
2024-06-07,45.43000030517578,46.83000183105469,45.22999954223633,46.2400016784668,835200,47.24655601501465,1.8956982996743774,50.090103464526216,44.40300856550308,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9041.888149261475,-9.581118507385256,0.0,9.581118507385256
2024-06-10,45.86000061035156,45.900001525878906,44.810001373291016,45.220001220703125,547300,47.18494644165039,1.8895702082150894,50.019301753973025,44.35059112932775,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,9127.458209991455,-8.725417900085453,0.0,8.725417900085453
2024-06-11,44.83000183105469,45.209999084472656,44.2400016784668,45.0099983215332,577600,47.106121673583985,1.904195539264722,49.962414982481064,44.249828364686906,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,8922.488452911377,-10.775115470886231,0.0,10.775115470886231
2024-06-12,44.38999938964844,46.400001525878906,44.150001525878906,46.13999938964844,1001500,47.03581916809082,1.9386712486365199,49.9438260410456,44.12781229513604,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0,8834.927967071533,-11.65072032928467,0.0,11.65072032928467
2024-06-13,43.58000183105469,44.56999969482422,43.459999084472656,44.20000076293945,1128500,46.91845520019531,1.9670668122837296,49.8690554186209,43.96785498176972,buy,0.17432000732421876,8256.799926757812,40,10000.0,0.0,0.02,1,0.25,8673.738452911377,-13.26261547088623,0.0,13.26261547088623
2024-06-14,42.41999816894531,43.150001525878906,41.52000045776367,43.0099983215332,1366400,46.81452674865723,2.0643086699788484,49.9109897536255,43.71806374368896,buy,0.519936490593745,4778.360076904297,122,9953.599853515625,0.17047098052253934,0.02,1,0.5,8442.897724151611,-15.571022758483888,-0.46400146484375515,15.107021293640134
2024-06-17,42.18000030517578,42.59000015258789,41.41999816894531,42.20000076293945,1007900,46.71017868041992,2.163716604997511,49.95575358791619,43.46460377292365,buy,0.9732878382396299,265.1000442504883,229,9924.320114135742,0.518520158363471,0.02,1,0.75,8395.138149261475,-16.04861850738526,-0.7567988586425822,15.291819648742678
2024-06-18,41.560001373291016,42.59000015258789,41.099998474121094,42.0,971000,46.54962707519531,2.2422558130557775,49.91301079477898,43.186243355611644,buy,0.9983909744055584,15.740036010742188,235,9782.34035873413,0.9729001410164804,0.02,1,1.0,8271.758361816406,-17.28241638183594,-2.1765964126586934,15.105819969177247
2024-06-20,40.38999938964844,41.150001525878906,40.18000030517578,41.06999969482422,1264200,46.33063270568848,2.2988726704148337,49.77894171131073,42.88232370006623,buy,0.9983444419353171,15.740036010742188,235,9507.389892578125,0.9983444419353171,0.02,1,1.0,8038.927967071533,-19.61072032928467,-4.926101074218748,14.684619255065924
2024-06-21,40.77000045776367,41.459999084472656,40.29999923706055,40.4900016784668,1514300,46.127600784301755,2.333161760867259,49.627343425602646,42.627858143000864,buy,0.9983598474291406,15.740036010742188,235,9596.690143585205,0.9983598474291406,0.02,1,1.0,8114.548179626465,-18.85451820373535,-4.033098564147952,14.821419639587397
2024-06-24,40.68000030517578,40.880001068115234,39.810001373291016,40.599998474121094,1099600,45.92256980895996,2.352745218521656,49.45168763674245,42.39345198117748,buy,0.9983562247315908,15.740036010742188,235,9575.54010772705,0.9983562247315908,0.02,1,1.0,8096.638149261475,-19.033618507385253,-4.244598922729493,14.78901958465576
2024-06-25,40.22999954223633,41.189998626708984,39.97999954223633,40.959999084472656,1172200,45.772651290893556,2.471323613325081,49.47963671088118,42.06566587090593,buy,0.9983378685134844,15.740036010742188,235,9469.78992843628,0.9983378685134844,0.02,1,1.0,8007.087997436523,-19.92912002563476,-5.302100715637204,14.627019309997555
2024-06-26,42.77000045776367,42.81999969482422,41.0,41.0,1288300,45.69324432373047,2.5031766751803626,49.44800933650101,41.93847931095993,hold,0.9984364239103185,15.740036010742188,235,10066.690143585205,0.9984364239103185,0.02,1,0.9,8512.548179626465,-14.874518203735354,0.6669014358520409,15.541419639587396
2024-06-27,41.47999954223633,42.369998931884766,41.029998779296875,42.369998931884766,929600,45.61631050109863,2.572816725503421,49.47553558935376,41.7570854128435,buy,0.9983878761057863,15.740036010742188,235,9763.53992843628,0.9983878761057863,0.02,1,1.0,8255.837997436523,-17.441620025634762,-2.3646007156372106,15.077019309997551
2024-06-28,40.75,41.529998779296875,40.560001373291016,41.529998779296875,1554900,45.51502044677734,2.662968357703165,49.50947298333209,41.520567910222596,buy,0.998359043748831,15.740036010742188,235,9591.990036010742,0.998359043748831,0.02,1,1.0,8110.568088531494,-18.894319114685054,-4.080099639892576,14.814219474792477
2024-07-01,40.369998931884766,41.5,40.13999938964844,40.75,789300,45.41031158447266,2.760484637511557,49.551038540739995,41.26958462820532,buy,0.9983436230828474,15.740036010742188,235,9502.689785003662,0.9983436230828474,0.02,1,1.0,8034.9478759765625,-19.650521240234376,-4.973102149963382,14.677419090270995
2024-07-02,40.54999923706055,41.5,40.11000061035156,41.02000045776367,758600,45.32552947998047,2.843793219275282,49.59121930889339,41.05983965106754,buy,0.9983509635686348,15.740036010742188,235,9544.98985671997,0.9983509635686348,0.02,1,1.0,8070.767936706543,-19.29232063293457,-4.550101432800291,14.742219200134278
2024-07-03,42.25,42.790000915527344,40.93000030517578,41.16999816894531,695400,45.29465812683105,2.8690294041078803,49.598202232992875,40.99111402066923,hold,0.9984172103392185,15.740036010742188,235,9944.490036010742,0.9984172103392185,0.02,1,0.9,8409.068088531494,-15.909319114685061,-0.5550996398925756,15.354219474792487
2024-07-05,41.38999938964844,42.45000076293945,41.22999954223633,42.209999084472656,649700,45.23065818786621,2.9203025016912822,49.611111940403134,40.85020443532929,hold,0.9983843762994198,15.740036010742188,235,9742.389892578125,0.9983843762994198,0.02,1,0.8,8237.927967071533,-17.620720329284666,-2.5761010742187507,15.044619255065914
2024-07-08,41.5,41.900001525878906,41.2599983215332,41.40999984741211,484800,45.19912254333496,2.952373906073928,49.627683402445854,40.77056168422406,hold,0.9983886517988178,15.740036010742188,235,9768.240036010742,0.9983886517988178,0.02,1,0.7000000000000001,8259.818088531494,-17.401819114685058,-2.317599639892576,15.084219474792482
2024-07-09,40.22999954223633,41.63999938964844,40.15999984741211,41.5,1203300,45.13740837097168,3.0239303188532745,49.67330384925159,40.601512892691765,buy,0.9983378685134844,15.740036010742188,235,9469.78992843628,0.9983378685134844,0.02,1,1.0,8007.087997436523,-19.92912002563476,-5.302100715637204,14.627019309997555
2024-07-10,41.619998931884766,42.15999984741211,40.31999969482422,40.31999969482422,950800,45.090950393676756,3.060282001671501,49.68137339618401,40.500527391169506,hold,0.9983932901792714,15.740036010742188,235,9796.439785003662,0.9983932901792714,0.02,1,0.9,8283.697875976562,-17.16302124023438,-2.035602149963378,15.127419090271001
2024-07-11,42.560001373291016,42.84000015258789,41.56999969482422,42.810001373291016,1181400,45.00216667175293,3.068174945456263,49.60442908993733,40.399904253568536,hold,0.9984287210529871,15.740036010742188,235,10017.34035873413,0.9984287210529871,0.02,1,0.8,8470.758361816406,-15.292416381835938,0.17340358734130312,15.465819969177241
2024-07-12,42.81999969482422,42.880001068115234,42.18000030517578,42.560001373291016,770000,44.94884719848633,3.0827261086751743,49.57293636149909,40.324758035473565,hold,0.9984382467855635,15.740036010742188,235,10078.439964294434,0.9984382467855635,0.02,1,0.7000000000000001,8522.498027801514,-14.775019721984862,0.7843996429443445,15.559419364929205
2024-07-15,41.709999084472656,42.779998779296875,41.220001220703125,41.599998474121094,744900,44.870540161132816,3.11475321840368,49.54266998873834,40.19841033352729,hold,0.998396751514583,15.740036010742188,235,9817.589820861816,0.998396751514583,0.02,1,0.6000000000000001,8301.607906341553,-16.983920936584475,-1.824101791381838,15.159819145202636
2024-07-16,42.619998931884766,42.650001525878906,41.18000030517578,41.849998474121094,703700,44.79311080932617,3.1217487946128633,49.47573400124547,40.110487617406875,hold,0.9984309295227718,15.740036010742188,235,10031.439785003662,0.9984309295227718,0.02,1,0.5000000000000001,8482.697875976562,-15.173021240234375,0.31439785003661846,15.487419090270993
2024-07-17,40.939998626708984,42.279998779296875,40.040000915527344,42.0,1473100,44.662568969726564,3.1440410375284955,49.37863052601931,39.94650741343382,hold,0.9983666468313598,15.740036010742188,235,9636.639713287354,0.9983666468313598,0.02,1,0.40000000000000013,8148.377815246582,-18.516221847534176,-3.633602867126462,14.882618980407713
2024-07-18,39.63999938964844,41.650001525878906,39.41999816894531,40.959999084472656,1533600,44.500452194213864,3.1904521848497844,49.28613047148854,39.71477391693919,buy,0.9983131711460824,15.740036010742188,235,9331.139892578125,0.9983131711460824,0.02,1,1.0,7889.677967071533,-21.103220329284667,-6.688601074218747,14.41461925506592
2024-07-19,39.650001525878906,39.88999938964844,38.66999816894531,39.5,994600,44.3375399017334,3.2265227934179896,49.177324091860385,39.497755711606416,hold,0.9983135959490715,15.740036010742188,235,9333.490394592285,0.9983135959490715,0.02,1,0.9,7891.6683921813965,-21.08331607818603,-6.6650960540771464,14.418220024108884
2024-07-22,39.72999954223633,40.290000915527344,39.060001373291016,40.290000915527344,750000,44.18239990234375,3.25832976132971,49.06989454433831,39.29490526034918,hold,0.9983169858792675,15.740036010742188,235,9352.28992843628,0.9983169858792675,0.02,1,0.8,7907.587997436523,-20.924120025634764,-6.477100715637207,14.447019309997557
2024-07-23,38.72999954223633,39.45000076293945,38.56999969482422,39.0,703200,43.990999908447264,3.2924194824340067,48.92962913209828,39.05237068479625,buy,0.9982736058484166,15.740036010742188,235,9117.28992843628,0.9982736058484166,0.02,1,1.0,7708.587997436523,-22.914120025634766,-8.827100715637204,14.087019309997562
2024-07-24,37.810001373291016,38.7599983215332,37.310001373291016,38.5,1619300,43.811399917602536,3.3803719297409174,48.88195781221391,38.74084202299116,buy,0.9982316732696351,15.740036010742188,235,8901.09035873413,0.9982316732696351,0.02,1,1.0,7525.508361816406,-24.744916381835935,-10.989096412658695,13.75581996917724
2024-07-25,37.45000076293945,38.5,37.2400016784668,37.720001220703125,928600,43.59839996337891,3.439641881533147,48.75786278567863,38.43893714107919,buy,0.9982147049873175,15.740036010742188,235,8816.490215301514,0.9982147049873175,0.02,1,1.0,7453.868240356445,-25.46131759643555,-11.835097846984866,13.626219749450684
2024-07-26,38.33000183105469,38.900001525878906,37.77000045776367,38.630001068115234,769300,43.374800033569336,3.4107718160851817,48.49095775769711,38.25864230944156,hold,0.9982556212648244,15.740036010742188,235,9023.290466308594,0.9982556212648244,0.02,1,0.9,7628.988452911377,-23.71011547088623,-9.767095336914068,13.943020133972162
2024-07-29,37.93000030517578,38.18000030517578,37.380001068115234,38.119998931884766,789000,43.17380004882813,3.4299187429032703,48.31867816318303,38.028921934473225,buy,0.9982372578535531,15.740036010742188,235,8929.29010772705,0.9982372578535531,0.02,1,1.0,7549.388149261475,-24.506118507385256,-10.707098922729497,13.79901958465576
