date,close,high,low,open,volume,tr,atr,rolling_high,rolling_low,upper_threshold,lower_threshold,signal
2023-02-01,20.92439842224121,21.173175894128544,19.593580823618,19.67350968834389,660477000,1.6535263885133098,0.9754894275809499,20.60967735370522,14.021536170907764,22.072911495076646,12.558302029536339,hold
2023-02-02,21.68971824645996,21.92950485581923,20.681615543023483,20.981348328308925,564276000,1.2478893127957456,0.9829113348672447,21.173175894128544,14.021536170907764,22.64754289642941,12.547169168606896,hold
2023-02-03,21.081260681152344,21.725688289860823,20.770536068653296,20.98134911376539,429366000,0.955152221207527,0.9971130909247042,21.92950485581923,14.021536170907764,23.425174492206285,12.525866534520707,hold
2023-02-06,21.07027244567871,21.550844283584937,20.767540124697106,20.78752282089384,452197000,0.7833041588878302,0.993901666880039,21.92950485581923,14.021536170907764,23.420357356139288,12.530683670587706,hold
2023-02-07,22.153308868408203,22.239232935371913,21.13121666091227,21.363010976269244,664150000,1.1689604896932018,1.0352220820737605,21.92950485581923,15.127553464181608,23.48233797892987,13.574720341070966,hold
2023-02-08,22.185277938842773,22.85768053067308,21.988452406748905,22.36711549775643,559651000,0.8692281239241737,1.0512080757003857,22.239232935371913,15.458259534317742,23.81604504892249,13.881447420767163,hold
2023-02-09,22.317161560058594,22.999555526039853,22.10035523115799,22.585923657185848,523876000,0.8992002948818616,1.0375773232189318,22.85768053067308,15.478240920942719,24.414046515501475,13.921874936114321,hold
2023-02-10,21.246110916137695,22.05838850067455,20.79251561122699,21.670734556522017,550737000,1.5246459488316049,1.0446425265210892,22.999555526039853,15.478240920942719,24.566519315821488,13.911277131161086,hold
2023-02-13,21.768648147583008,22.02841744596163,20.94338158194869,21.51887019594832,474919000,1.0850358640129407,1.0739735439090576,22.999555526039853,16.150643894020064,24.61051584190344,14.539683578156477,hold
2023-02-14,22.950599670410156,23.028529512840443,21.347023654423356,21.5588352663049,675474000,1.6815058584170863,1.137702587248866,22.999555526039853,16.71614233042768,24.70610940691315,15.00958844955438,hold
2023-02-15,22.74378204345703,22.834700825235142,22.08636740802222,22.528972843717096,420575000,0.8642322623879366,1.1360611925955126,23.028529512840443,16.71614233042768,24.73262130173371,15.01205054153441,hold
2023-02-16,21.982460021972656,22.52997175274306,21.907525869971312,22.113342288734373,412026000,0.8362561734857188,1.108514259389086,23.028529512840443,16.71614233042768,24.691300901924073,15.05337094134405,hold
2023-02-17,21.36900520324707,21.72069186561659,20.956371893451113,21.611789418600182,465888000,1.0260881285215433,1.0950978710841632,23.028529512840443,16.81005703807903,24.67117631946669,15.167410231452784,hold
