date,close,high,low,open,volume,short_ma,long_ma,signal
2023-03-29,26.96461296081543,27.05854529054868,26.57789186488892,26.80572870176275,393694000,24.099039204915364,21.42528527577718,hold
2023-03-30,27.363327026367188,27.479244818412727,27.082528764123946,27.209438333385553,364516000,24.253024037679037,21.642969290415447,hold
2023-03-31,27.75704574584961,27.814004004810442,27.085527618637744,27.120502322557275,433933000,24.445510228474934,21.859988355636595,hold
2023-04-03,27.944908142089844,27.97988284316554,27.316360349357428,27.48923638951916,398716000,24.664706993103028,22.088197962443033,hold
2023-04-04,27.433273315429688,27.979881163971125,27.28737831227593,27.94590519754285,368592000,24.891260846455893,22.29798913002014,hold
2023-04-05,26.8616886138916,26.97860323194469,26.37603770604206,26.809725926097446,515015000,25.09546489715576,22.485448582967123,hold
2023-04-06,27.017574310302734,27.060542682492247,26.408011991275014,26.564898773568984,397654000,25.207951291402182,22.670826959609986,hold
2023-04-10,27.559188842773438,27.60115848871077,26.64984270217428,26.8037314039445,395279000,25.351080322265624,22.863700294494627,hold
2023-04-11,27.14948081970215,27.770034946534413,27.10651053934527,27.70408238005896,314378000,25.473392168680828,23.04125270843506,hold
2023-04-12,26.47596549987793,27.448266020868353,26.428998382664645,27.350336855929694,446259000,25.582745107014976,23.20111894607544,hold
2023-04-13,26.443988800048828,26.867683992588354,26.31008619158329,26.714794027025235,353615000,25.708283360799154,23.347080834706624,hold
2023-04-14,26.738773345947266,26.86368353133745,26.20115980129313,26.484956138943094,395660000,25.82313264211019,23.503367614746093,hold
2023-04-17,26.982601165771484,26.986598002254567,26.414009721025014,26.545914854858225,321471000,25.926926612854004,23.673909123738607,hold
2023-04-18,27.647125244140625,28.08980780824291,27.337348466129004,27.513222631299666,604812000,26.06406135559082,23.837641938527426,hold
2023-04-19,27.910932540893555,27.97988321134387,27.212435336818444,27.34134236619058,358660000,26.21871681213379,23.983224805196127,hold
2023-04-20,27.08452796936035,28.00986330483547,26.980602593808353,27.651120059660737,427713000,26.316080220540364,24.113835461934407,hold
2023-04-21,27.09951400756836,27.16346910504886,26.70279989939412,26.932634182951972,345103000,26.438758595784506,24.243730068206787,hold
2023-04-24,27.022573471069336,27.3463401223145,26.6518396991607,26.993594974901516,339282000,26.574561055501302,24.364366086324058,hold
2023-04-25,26.22214698791504,27.227424769103525,26.20615964157671,27.058545558051136,378527000,26.6836493174235,24.462286694844565,hold
2023-04-26,26.936630249023438,27.31036206174336,26.685811152989643,26.982598629203256,406337000,26.78001333872477,24.592147477467854,hold
2023-04-27,27.206439971923828,27.475247721744942,26.605871913545112,27.343342584443867,377161000,26.87987486521403,24.720260651906333,hold
2023-04-28,27.729063034057617,27.738055439264453,27.05154877079702,27.205439357656942,292216000,26.95342191060384,24.83367172876994,hold
2023-05-01,28.88922882080078,29.037123203586457,27.760041532838155,27.81999789084175,570329000,27.0595121383667,24.95366357167562,hold
2023-05-02,28.189727783203125,28.81527930562615,28.062820141427363,28.659391267761226,402730000,27.136456616719563,25.072138023376464,hold
2023-05-03,27.782028198242188,28.346622858459636,27.452265333314337,27.82000100729318,383387000,27.189851633707683,25.184000619252522,hold
2023-05-04,27.54219627380371,27.83898185011702,27.22042713584613,27.63113112045335,321850000,27.226292037963866,25.273815409342447,hold
2023-05-05,28.659395217895508,28.734340190712658,27.71107761966049,27.806008680953532,361494000,27.275889714558918,25.381717363993328,hold
2023-05-08,29.130054473876953,29.199005142283028,28.329631292767775,28.501506691508787,344979000,27.354899470011393,25.495265579223634,hold
2023-05-09,28.550474166870117,28.95218580301935,28.429562707730817,28.87823955817829,314869000,27.42285048166911,25.61700496673584,hold
2023-05-10,28.864248275756836,29.09208511331719,28.440553105049684,28.984160996383515,369350000,27.505291175842284,25.73526496887207,hold
2023-05-11,28.55746841430664,28.92920281280788,28.225708100280915,28.875240753032415,322149000,27.558386357625327,25.828712781270344,hold
2023-05-12,28.319639205932617,28.759323620464688,28.025849805834703,28.508502595009517,274222000,27.590263430277506,25.92164373397827,hold
2023-05-15,28.93219566345215,28.948184914196773,28.131772513230608,28.48751571200059,293926000,27.629435094197593,26.037472661336263,hold
2023-05-16,29.1920108795166,29.848540343495443,28.811286001539706,28.820278407031964,449405000,27.67100518544515,26.16785608927409,hold
2023-05-17,30.156322479248047,30.177307303349615,29.408860579753068,29.562749289831235,432535000,27.76177349090576,26.326517168680827,hold
2023-05-18,31.655241012573242,31.805132866599582,30.298216841251755,30.388152334863225,748725000,27.921558570861816,26.50851173400879,hold
2023-05-19,31.241539001464844,31.55731196292301,30.893789441398656,31.51334294860052,473908000,28.06235739390055,26.63515434265137,hold
2023-05-22,31.153606414794922,31.497359177299025,30.657962409189842,30.878802426561485,372000000,28.182171312967935,26.76662581761678,hold
2023-05-23,30.665952682495117,31.26552200836537,30.608994425638024,30.977728808186782,356253000,28.2993870417277,26.886389605204265,hold
2023-05-24,30.516061782836914,30.585012457598243,29.784587296734873,30.188296394549617,721419000,28.434056917826336,27.008401012420656,hold
2023-05-25,37.95270919799805,39.45163138028212,36.60867442139067,38.49531829608929,1543911000,28.81768093109131,27.26298214594523,hold
2023-05-26,38.91802215576172,39.14186026874579,37.523025068553636,37.86278098088601,714397000,29.223655891418456,27.523394266764324,hold
2023-05-30,40.08218002319336,41.907866975291824,39.92029767166327,40.56583342459761,923401000,29.660308519999187,27.793617566426594,hold
2023-05-31,37.80682373046875,40.26605454719951,37.79483131313437,39.4596350026703,1002580000,29.998965136210124,28.031513245900474,hold
2023-06-01,39.74142837524414,40.02122599416547,38.312455429541636,38.461346644765726,635873000,30.393314997355144,28.306015904744466,hold
2023-06-02,39.298744201660156,40.47090176603985,39.02993646505513,40.06819143341224,482731000,30.8004555384318,28.558267879486085,hold
2023-06-05,39.142860412597656,39.536574551620944,38.679193055600464,38.88104760038669,396094000,31.201900418599447,28.820329507191975,hold
2023-06-06,38.6262321472168,39.13186917948289,38.1205951149507,38.802108217891856,388729000,31.588689041137695,29.0816250483195,hold
2023-06-07,37.45195007324219,39.47470731820112,37.33302378077641,38.891066864084394,511998000,31.9630158106486,29.32333256403605,hold
2023-06-08,38.4863166809082,38.84009908086617,37.481937448389274,37.70080073139002,417772000,32.348005358378096,29.564009348551433,hold
2023-06-09,38.74615478515625,39.68657409721963,38.5432805257342,39.01298885760703,427717000,32.732662518819176,29.8062686920166,hold
2023-06-12,39.45771789550781,39.505688712065734,38.59425082216785,39.17589363712525,388701000,33.12361768086751,30.038519795735677,hold
2023-06-13,40.99677276611328,41.07572656375004,39.7155634535016,40.16128833058989,613208000,33.5272024790446,30.293357308705648,hold
2023-06-14,42.970550537109375,42.973547044618925,40.52705115709357,40.798886998646786,740465000,34.019896570841475,30.57817659378052,hold
2023-06-15,42.62677001953125,43.26238049136282,42.121080670450745,42.57580269390377,568622000,34.51472129821777,30.852286465962727,hold
2023-06-16,42.66574478149414,43.694111251888586,42.634761803785864,43.423278014608734,655709000,35.018839581807455,31.12256580988566,hold
2023-06-20,43.78105926513672,43.96295036501782,42.64775773817744,42.97155980831643,451153000,35.52289505004883,31.399392382303873,hold
2023-06-21,43.01852035522461,43.58817324452569,42.05411760530849,43.474241141725166,551603000,35.985843912760416,31.670371691385906,hold
2023-06-22,42.99854278564453,43.39929334950014,42.20802885458694,42.227014364418665,417737000,36.4674462000529,31.945148340861003,hold
