date,close,high,low,open,volume,short_ma,long_ma,signal,position_pct,cash,shares,portfolio_value,equity_pct,risk_budget,max_position_pct,signal_strength
2024-09-27,70.22834014892578,70.62941746440163,69.90551690689314,69.98377844376728,11175700,69.880131149292,67.80145751953125,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-30,70.29682159423828,70.62942195193921,70.13052141538782,70.43377556075411,18015300,69.87443084716797,67.93869705200196,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-01,70.15008544921875,71.16746313744837,70.07182390471685,70.5316011493759,13294500,69.835160446167,68.08310646057129,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-02,69.46530151367188,69.87616334388284,68.87835497573762,69.8370325795632,11155500,69.78351211547852,68.21012802124024,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-03,68.9859619140625,69.44573910995629,68.67292323268835,69.3185697112024,9374800,69.77542152404786,68.31104583740235,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-04,68.6435775756836,68.75118532296983,68.20336949200782,68.43814663907284,12684800,69.75166931152344,68.4000636291504,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-07,67.5088119506836,68.57509735169447,67.37185799942404,68.52618949106211,14512000,69.63668746948242,68.44734313964844,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-08,67.67511749267578,67.9294637638542,67.36207879869895,67.53816353052537,13549700,69.54459419250489,68.50222366333008,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-09,68.05663299560547,68.2229331687345,67.56750957103925,67.68490187977036,9037700,69.4944091796875,68.54821746826173,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-10,67.74359130859375,68.38923778293473,67.48924504929904,68.31097624723931,8635200,69.42128524780273,68.60621627807618,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-11,68.05663299560547,68.07619464867841,67.49903259013723,67.9490252451264,8786300,69.33128662109375,68.6467692565918,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-14,68.80987548828125,68.93705234732208,67.95880555928217,68.05662874540002,7659300,69.24520072937011,68.67576553344726,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-15,68.80987548828125,69.66095288071104,68.63379823132753,68.9272677896811,10358700,69.17378845214844,68.72866302490235,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-16,69.03487396240234,69.16204335511847,68.44792739562176,68.56531223091957,7937300,69.11607131958007,68.78703186035156,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-17,68.37944793701172,69.15226374951916,68.06640928186961,69.09356387057171,14674600,69.08085403442382,68.82432525634766,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-18,68.90771484375,69.0153226011042,68.09576811587074,68.35011440265626,15087500,69.02215995788575,68.86693740844727,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-21,67.9392318725586,68.80009376470437,67.80227792852271,68.4772705551497,11981200,68.91063919067383,68.89115173339843,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-22,67.9392318725586,68.2327088745956,67.18598518036123,67.49902383293329,18603300,68.81868362426758,68.92527603149414,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,1.0
2024-10-23,66.53056335449219,67.20554853480233,65.13167020771844,65.53274749301225,24655200,68.65042533874512,68.92559173583984,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-24,65.83600616455078,66.55990663575014,65.49361384740685,66.17839101826466,17568800,68.44988479614258,68.90968444824219,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-25,65.46427154541016,66.22730282589627,65.3371021531393,65.61101005244913,11138100,68.2116813659668,68.88498229980469,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-28,65.21971130371094,65.93383474000234,65.15123432736223,65.50340376670721,10761400,67.95782585144043,68.84509002685547,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-29,64.13385009765625,64.89688131563443,64.0947193347561,64.84797345958167,16525900,67.65701408386231,68.78736709594726,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-30,64.48602294921875,65.09253861146436,63.899076401184765,64.0849456690438,14177800,67.40805015563964,68.72891479492188,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-31,63.8892936706543,64.55450176769232,63.840385810587534,64.37841705190489,13383700,67.15321674346924,68.65483604431152,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-01,63.595821380615234,64.23168324153778,63.4784290873367,64.045813976371,12163100,66.90082893371581,68.57955123901367,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-04,63.69364929199219,63.99690340953715,63.24365666280489,63.66430308234987,10984500,66.71007080078125,68.49728454589844,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-05,63.947994232177734,64.04581741678295,63.233870804041565,63.233870804041565,8780200,66.52371463775634,68.39970146179199,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-06,62.31432342529297,63.449089591684974,61.80563462908752,63.0186586008951,22899300,66.23659915924073,68.25661994934082,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-07,62.27519226074219,62.98931198980262,62.21649610826712,62.8914888007263,14856100,65.96317920684814,68.10789772033691,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-08,62.52953338623047,62.842572062298764,62.353452396193006,62.51975256022881,14719300,65.6868242263794,67.95843284606934,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-11,61.98171615600586,62.72518579350613,61.87410841386382,62.59801266809142,13980900,65.34541625976563,67.78985061645508,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-12,61.825199127197266,62.36323412625718,61.746937591187965,62.29475714810676,15021000,64.99618244171143,67.60764472961426,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-13,61.629547119140625,61.8838896398998,61.13064290346423,61.67845871178101,13177600,64.62591609954833,67.43027030944825,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-14,61.1893310546875,61.737150556515424,61.07194249419404,61.737150556515424,15910800,64.26641025543213,67.27110145568848,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-15,60.3969612121582,61.26760029790654,60.054572581007555,61.130646338132486,26284300,63.840872573852536,67.0966682434082,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-18,60.514347076416016,60.78825498369316,60.220873785516886,60.50456251874734,16062100,63.46962833404541,66.91078620910645,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-19,61.22846603393555,61.25781224315045,60.28935002190574,60.55347709998575,16254800,63.13409004211426,66.74501586914063,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-20,61.61976623535156,61.63932788701707,60.67086566581617,61.33607377390269,18904900,62.888550186157225,66.5962045288086,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-21,62.37301254272461,62.421927866698375,61.580635045677504,61.7762851464267,17292300,62.715400505065915,66.4595433807373,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-22,62.52953338623047,63.07735666692305,62.265410035316584,62.842572062298764,19562200,62.568663597106934,66.3130019378662,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-25,62.97952651977539,63.30234975613985,62.45127608201191,62.920834099865786,36805300,62.45665435791015,66.16196060180664,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-26,63.14583206176758,63.23387068872254,62.66648577024422,62.91104746302654,14473300,62.407253456115725,66.0201148223877,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-27,63.0284423828125,63.6838659554951,62.85235765815126,63.546911998917565,13263400,62.33437442779541,65.87689933776855,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-11-29,63.16150665283203,63.329068141159034,62.85594870585927,63.102361553393386,10648400,62.2979850769043,65.75845359802246,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-12-02,62.7376708984375,63.26993168258587,62.44196795612011,63.13193898151461,16500100,62.25507755279541,65.61157508850097,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-12-03,62.60953140258789,63.16150595098024,62.1265532027422,62.80666543844366,24874500,62.2008716583252,65.4603727722168,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-12-04,61.31830978393555,62.441968950575976,61.012755586702646,62.3729725989415,28137700,62.069387435913086,65.29117210388183,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-12-05,62.018131256103516,62.21526529819288,61.20988506755431,61.57458436142633,21040400,62.05457782745361,65.13362014770507,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-12-06,61.633724212646484,62.45182920144993,61.614010431709374,61.92942716668389,15581100,62.02250442504883,64.96935829162598,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-12-09,61.70271682739258,62.027988553118035,61.01275333649438,61.79142695622506,22348300,61.981163597106935,64.79884582519531,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-12-10,62.00827407836914,62.136411765250756,60.90432874528632,61.80128503341967,14949400,61.9824914932251,64.63307487487793,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
