date,close,high,low,open,volume,short_ma,long_ma,signal
2023-03-29,17.55662727355957,17.757945308238206,17.271426324448125,17.405638347567216,1059900,18.4873477935791,18.089629888534546,hold
2023-03-30,17.355310440063477,17.699228973100862,17.279815971842233,17.699228973100862,817600,18.449367713928222,18.12710598309835,hold
2023-03-31,17.71600341796875,17.741167170593755,17.35530803096524,17.405637136148652,905200,18.424229049682616,18.171821117401123,hold
2023-04-03,17.355310440063477,17.623734504879618,17.20432150362099,17.606957600845202,1142400,18.412981669108074,18.209433619181315,hold
2023-04-04,17.632122039794922,17.900546090649488,17.34692108577856,17.52307376917679,895600,18.399777348836263,18.23597459793091,hold
2023-04-05,17.346920013427734,17.464355128433624,17.27981400486245,17.44757822630894,1197600,18.35251579284668,18.25367046991984,hold
2023-04-06,17.33014488220215,17.472745364966844,17.044943916672757,17.288204222538138,890400,18.264595858256023,18.260857391357423,hold
2023-04-10,17.799882888793945,17.908931138687763,17.338529339058315,17.37208153907186,696500,18.187423833211263,18.278737449645995,sell
2023-04-11,18.04314613342285,18.22768726396073,17.799885843231852,17.816662745989888,926100,18.118640200297037,18.29276123046875,hold
2023-04-12,18.135419845581055,18.336737904929734,18.017983111010707,18.252854980217688,944200,18.037833340962727,18.31132354736328,hold
2023-04-13,18.504497528076172,18.65548643482209,18.202521314517647,18.227685065686423,673600,17.982470703125,18.320352045694985,hold
2023-04-14,18.605161666870117,18.747762156469346,18.429007367984628,18.65549078086582,792300,17.955628395080566,18.334058952331542,hold
2023-04-17,18.630321502685547,18.898747120677697,18.336733732892075,18.781310412826958,738600,17.913127835591634,18.346684837341307,hold
2023-04-18,18.663877487182617,18.80647796344158,18.504500107850006,18.630323681035314,719300,17.894394048055013,18.351550134023032,hold
2023-04-19,17.741167068481445,18.596769851341936,17.447577690056757,18.56321604812385,1298500,17.852732213338218,18.349083964029948,hold
2023-04-20,17.690839767456055,17.90893471081176,17.598568399131146,17.648899109090312,574100,17.795971616109213,18.351098346710206,hold
2023-04-21,17.380474090576172,17.69084041359254,17.263038962916063,17.69084041359254,491100,17.7699680964152,18.337846978505453,hold
2023-04-24,17.774721145629883,17.841827153166847,17.330142845739093,17.346919747606687,775900,17.756267166137697,18.332530307769776,hold
