date,close,high,low,open,volume,sma,std,upper_band,lower_band,signal,position_pct,cash,shares,portfolio_value,equity_pct,risk_budget,max_position_pct,signal_strength
2024-09-27,566.1710815429688,568.8955824862597,565.1308296402824,568.0733221030284,42100900,545.1846313476562,13.899059062972054,566.0332199421143,524.3360427531982,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-30,568.4398803710938,569.054126648712,562.8125548304923,565.1308235636413,63557400,545.708701171875,14.27456015625771,567.1205414062615,524.2968609374884,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,0.25
2024-10-01,563.3475952148438,568.7371564677812,560.7518934079841,568.083302774505,72668800,546.0191174316407,14.488712508866673,567.7521861949407,524.2860486683406,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.15
2024-10-02,563.5853271484375,564.6157226242663,560.0286486802867,562.4460266108737,38097800,546.351474609375,14.699969462624734,568.4014288033121,524.301520415438,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.04999999999999999
2024-10-03,562.5549926757812,564.5166141116738,560.2465802739564,562.0992361787922,40846500,546.9111389160156,14.77483901715199,569.0733974417436,524.7488803902876,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-04,567.6671142578125,568.0435956054741,562.8323584481524,567.0429509955953,42939100,547.6287524414063,14.896104823553063,569.9729096767359,525.2845952060767,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-07,562.53515625,566.6566172003112,561.3760218130078,566.0027030784669,49964700,548.1246081542969,14.972743733877714,570.5837237551134,525.6654925534804,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-08,567.8553466796875,568.4597364990252,564.2491440127698,565.1308456591693,37398700,548.720546875,15.155780370705738,571.4542174310586,525.9868763189413,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-09,571.78857421875,572.3532962392944,567.2411076686911,567.8454370265796,37912200,549.4496728515625,15.37390652578566,572.510532640241,526.388813062884,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-10,570.7879028320312,572.2244699604879,569.1630950388911,570.4312554050144,44138100,549.9847521972656,15.64476012179199,573.4518923799536,526.5176120145776,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-11,574.2058715820312,574.9489172202314,570.5698580546086,570.7085744196827,42268000,550.7422705078125,15.885229252080943,574.5701143859338,526.9144266296911,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-10-14,578.9019775390625,579.8431808838789,575.3452387315617,575.8306855964628,36217200,551.7934252929688,15.976477425601416,575.7581414313709,527.8287091545667,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,0.5
2024-10-15,574.4041137695312,579.4766345691163,573.1755606726477,579.1695114121999,54203600,553.0612023925781,15.16922579304316,575.8150410821429,530.3073637030134,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.4
2024-10-16,576.9006958007812,577.4258104780474,573.5916993280316,574.4041032535349,30725400,554.2846838378906,14.550945317494799,576.1111018141328,532.4582658616484,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,0.75
2024-10-17,576.9502563476562,580.6853191555525,576.7620156644388,580.477244568032,34393700,555.5780993652344,13.583014086310548,575.9526204947002,535.2035782357685,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,1.0
2024-10-18,579.1694946289062,579.9620646428958,577.1781224079018,578.6542969086659,37416800,556.6790490722656,13.20704753560233,576.4896203756691,536.868477768862,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,1.0
2024-10-21,578.2183837890625,579.427042498055,575.2164499813167,578.4363148470578,36439000,557.7147521972656,12.811329725503102,576.9317467855203,538.4977576090109,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,1.0
2024-10-22,577.9112548828125,579.0803062430451,574.9985131991087,575.6622837872882,34183800,558.7387817382812,12.319336681832816,577.2177867610304,540.259776715532,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,1.0
2024-10-23,572.630615234375,576.3161532176879,569.093710573397,575.8703137198952,49314600,559.4839587402344,11.999777117446062,577.4836244164035,541.4842930640652,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.9
2024-10-24,573.8690795898438,574.681483526623,571.2238536713916,574.6022083825129,34979900,560.2201232910156,11.721928663929749,577.8030162869103,542.637230295121,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.8
2024-10-25,573.6708984375,579.0406856675128,572.7198386240539,576.1180270991449,47268200,560.7682177734375,11.696822567394927,578.3134516245299,543.2229839223452,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.7000000000000001
2024-10-28,575.4443359375,577.306908686012,575.1372127964802,577.1781092588861,30174700,561.32728515625,11.717284010390498,578.9032111718358,543.7513591406642,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.6000000000000001
2024-10-29,576.3756103515625,577.5049938494554,573.0665535889564,574.4733698377371,42899700,561.8002844238281,11.839677309458684,579.5598003880161,544.04076845964,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.5000000000000001
2024-10-30,574.6319580078125,577.9112641336919,573.9186026507842,575.900057964771,41435800,562.2563854980468,11.886797776102206,580.0865821622001,544.4261888338935,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.40000000000000013
2024-10-31,563.367431640625,570.2926088073559,563.1692740005201,570.2232506098582,60182500,562.449267578125,11.823587009986083,580.1846480931042,544.7138870631459,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.30000000000000016
2024-11-01,565.7450561523438,570.213247218257,565.328967499654,566.0224889002787,45667500,562.7766198730469,11.679997628915027,580.2966163164194,545.2566234296744,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.20000000000000015
2024-11-04,564.5264892578125,567.1915489107644,562.624309204199,565.8837812272758,38217000,562.9628552246094,11.631098746271144,580.4095033440161,545.5162071052026,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.10000000000000014
2024-11-05,571.3526000976562,571.392207431428,565.2299109886702,565.4478420282325,39478300,563.3120825195313,11.615292515637877,580.7350212929881,545.8891437460744,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,1.3877787807814457e-16
2024-11-06,585.5596313476562,586.441393442959,579.9620565705283,583.7367263877744,68182000,563.9302392578124,11.962256068732184,581.8736233609108,545.9868551547141,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,1.0
2024-11-07,590.0872802734375,591.1176757282863,587.5014956231886,587.5807707664578,47233200,564.7033483886719,12.379853993427126,583.2731293788125,546.1335673985312,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,1.0
2024-11-08,592.6434326171875,594.0799999422925,590.6421432207285,590.6421432207285,46444900,565.5265942382813,12.842621394009514,584.7905263292955,546.2626621472671,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,1.0
2024-11-11,593.2080688476562,594.6049681604908,591.4643785924768,594.2483207362625,37586800,566.2558435058594,13.358694590758866,586.2938853919977,546.2178016197211,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,1.0
2024-11-12,591.3653564453125,593.7331495640901,588.8587864741817,593.128820212274,43006100,567.1773828125,13.471567324559393,587.3847337993391,546.970031825661,sell,0.0,10000.0,0,10000.0,0.0,0.02,1,1.0
