date,close,high,low,open,volume,tr,atr,rolling_high,rolling_low,upper_threshold,lower_threshold,signal,position_pct,cash,shares,portfolio_value,equity_pct,risk_budget,max_position_pct,signal_strength
2024-08-16,19.559362411499023,19.873792024944738,19.448388291401614,19.75356976752224,1828200,0.4254037335431242,0.6103631641140981,22.666665216919473,18.551337237461066,23.58220996309062,17.63579249128992,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-08-19,19.75356674194336,19.938524168410424,19.716574198309008,19.75356674194336,1478300,0.37916175691140097,0.5978122154666138,22.666665216919473,18.551337237461066,23.563383540119393,17.654618914261146,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-08-20,20.00326156616211,20.07724489770416,19.58710598770125,19.809055982327394,2112300,0.49013891000290855,0.606399517481929,22.472456676794106,18.551337237461066,23.382055953017,17.64173796123817,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-08-21,19.772064208984375,20.465658630819075,19.71657714913011,20.19746970493861,1598400,0.7490814816889646,0.5997938313933473,22.01931041865,18.551337237461066,22.91900116574002,17.651646490371046,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-08-22,19.62409782409668,20.086494112011415,19.596355175718983,19.772064495117245,1733700,0.490138936292432,0.5938486828392003,21.79735948475591,18.551337237461066,22.688132509014707,17.660564213202264,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-08-23,19.633346557617188,19.975520597179756,19.550115082153372,19.7073298953737,1955900,0.4254055150263838,0.5357188959685354,21.79735948475591,18.551337237461066,22.600937828708712,17.747758893508262,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-08-26,19.957021713256836,20.067997587337317,19.827551330081008,19.83679946657952,2102200,0.43465102972012915,0.5205257199203517,21.79735948475591,18.551337237461066,22.578148064636437,17.770548657580537,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-08-27,20.167299270629883,20.36801558847591,19.95702294941615,19.95702294941615,1845100,0.4109938752190736,0.49307369831309344,21.242484467485486,18.551337237461066,21.982095014955128,17.811726689991424,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-08-28,19.70851707458496,20.186415141327178,19.66072617408887,19.99525518541571,1780600,0.525688967238306,0.46324513496134373,21.177749876287617,18.551337237461066,21.87261757872963,17.856469535019052,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-08-29,20.387130737304688,20.501827071425094,19.928349046895843,19.98569630243785,1481900,0.7933099968401329,0.500753655839634,20.928054817920096,18.551337237461066,21.679185301679546,17.800206753701616,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-08-30,20.425363540649414,20.53049987240425,20.22464541086947,20.329783565660698,2050200,0.30585446153477847,0.479663555161542,20.501827071425094,18.551337237461066,21.221322404167406,17.831841904718754,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-03,19.651166915893555,20.0526013428551,19.58426148190602,19.97613772929273,2200900,0.8411020587433953,0.5192647604703902,20.53049987240425,18.551337237461066,21.309397013109834,17.77244009675548,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-04,19.64160919189453,19.88055821769878,19.517356500612337,19.5842619361517,3338700,0.36320171708644367,0.4930230795714538,20.53049987240425,19.03223072116281,21.27003449176143,18.29269610180563,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-05,19.7658634185791,20.119506950722766,19.6893998043559,19.86144339211719,2306800,0.4778977588282345,0.5080021570482648,20.53049987240425,19.04147934769509,21.292503107976646,18.279476112122694,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-06,18.991670608520508,19.813654071094767,18.943879706428888,19.765864992039656,3583400,0.8697743646658793,0.5397429164141759,20.53049987240425,19.04147934769509,21.340114247025515,18.231864973073826,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-09,19.584264755249023,19.71807564558944,19.249735706361328,19.287968431050963,1642400,0.7264050370689326,0.5645460078539996,20.53049987240425,18.943879706428888,21.37731888418525,18.097060694647887,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-10,19.04901695251465,19.679842245515037,18.8769733593261,19.679842245515037,2634800,0.8028688861889357,0.5868838632958587,20.53049987240425,18.943879706428888,21.410825667348035,18.0635539114851,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-11,19.546030044555664,19.565144580138874,19.01078294142718,19.115921090798185,2220200,0.5543616387116934,0.5729753030831964,20.53049987240425,18.8769733593261,21.389962827029045,18.017510404701305,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-12,19.7658634185791,20.043043336499565,19.574703471502918,19.708516163670794,1849000,0.497013291943901,0.5734663284868728,20.53049987240425,18.8769733593261,21.39069936513456,18.01677386659579,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-13,19.880558013916016,20.109950680608762,19.79453621966533,19.8518852978567,1925600,0.3440872620296602,0.5676578818442497,20.53049987240425,18.8769733593261,21.381986695170625,18.025486536559725,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-16,20.243762969970703,20.253321150339563,19.88055940810009,20.071719369404256,1597900,0.3727631364235471,0.563237318037351,20.53049987240425,18.8769733593261,21.375355849460277,18.032117382270073,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-17,20.148181915283203,20.30110914695987,20.08127647930421,20.281992787241187,1282100,0.219832667655659,0.5495829460685356,20.53049987240425,18.8769733593261,21.354874291507052,18.052598940223298,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-18,20.10995101928711,20.377572763208462,20.081276479708507,20.148181915688845,1155900,0.29629628349995585,0.5331977543729393,20.53049987240425,18.8769733593261,21.33029650396366,18.07717672776669,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-19,20.874588012695312,20.931935271110078,20.348900860647593,20.549617176617513,2784700,0.8219842518229683,0.5352459154431417,20.53049987240425,18.8769733593261,21.33336874556896,18.07410448616139,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-20,20.635637283325195,20.893702659581113,20.31066647389989,20.520940952866013,1455600,0.5830361856812232,0.5550446100250307,20.931935271110078,18.8769733593261,21.764502186147624,18.044406444288555,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-23,20.702545166015625,20.931936031039147,20.606965183163357,20.702545166015625,1391300,0.32497084787578956,0.5181780949630588,20.931935271110078,18.8769733593261,21.709202413554667,18.09970621688151,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-24,21.715688705444336,21.78259596986377,21.209117893238744,21.333370595373168,2124500,1.0800508038481453,0.5693816011603232,20.931936031039147,18.8769733593261,21.78600843277963,18.022900957585616,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-25,21.792152404785156,21.897290569066502,21.55320335726323,21.696574244205628,1959700,0.3440872118032736,0.5598237049442546,21.78259596986377,18.8769733593261,22.622331527280153,18.03723780190972,hold,0.0,10000.0,0,10000.0,0.0,0.02,1,0.0
2024-09-26,22.63325309753418,22.75750579475456,21.983311424599318,21.983311424599318,2409900,0.9653533899694047,0.5666507781802207,21.897290569066502,18.8769733593261,22.747266736336833,18.02699719205577,buy,0.9483333047866821,516.6669521331787,419,10000.0,0.0,0.02,1,1.0
2024-09-27,22.499441146850586,22.671482914094867,22.375186632520595,22.661924734297454,1343000,0.29629628157427135,0.5359287242163163,22.75750579475456,18.8769733593261,23.561398881079036,18.073080273001626,hold,0.948041990738879,516.6669521331787,419,9943.932792663574,0.948041990738879,0.02,1,0.0
2024-09-30,22.642812728881836,22.767065434065113,22.470769119369148,22.68104362930877,1467200,0.2962963146959652,0.49974496910967553,22.75750579475456,18.8769733593261,23.507123248419074,18.127355905661588,hold,0.9483539915206709,516.6669521331787,419,10004.005485534668,0.9483539915206709,0.02,1,0.0
2024-10-01,22.547229766845703,22.604577021434107,21.992868111060858,22.031099006441007,2182300,0.649944617820978,0.5065723247603388,22.767065434065113,18.8769733593261,23.526923921205622,18.117114872185592,hold,0.9481464048521412,516.6669521331787,419,9963.956224441528,0.9481464048521412,0.02,1,0.0
2024-10-02,21.887731552124023,22.47076778917282,21.830384293360098,22.461209608872753,1802500,0.7168454734856056,0.522274623441889,22.767065434065113,18.8769733593261,23.55047736922795,18.09356142416327,hold,0.9466673334690123,516.6669521331787,419,9687.626472473145,0.9466673334690123,0.02,1,0.0
2024-10-03,21.878173828125,21.973753810082663,21.467181181832622,21.782595669203864,1119500,0.5065726282500407,0.5338807210290591,22.767065434065113,18.8769733593261,23.567886515608702,18.076152277782512,hold,0.9466452776094711,516.6669521331787,419,9683.621786117554,0.9466452776094711,0.02,1,0.0
2024-10-04,21.70612907409668,22.231818035467402,21.59143456025914,22.069332621667204,815600,0.6403834752082602,0.5529964595136815,22.767065434065113,18.8769733593261,23.596560123335635,18.04747867005558,hold,0.9462451158638184,516.6669521331787,419,9611.535034179688,0.9462451158638184,0.02,1,0.0
2024-10-07,21.514970779418945,21.945077937587083,21.49585441957954,21.706128908703757,1142500,0.44922351800754257,0.5693815202531017,22.767065434065113,18.8769733593261,23.621137714444767,18.022901078946447,hold,0.9457933986970453,516.6669521331787,419,9531.439708709717,0.9457933986970453,0.02,1,0.0
2024-10-08,20.979724884033203,21.256904801881053,20.865028551210266,21.256904801881053,1356500,0.6499422282086798,0.5946419448751534,22.767065434065113,18.8769733593261,23.65902835137784,17.98501044201337,hold,0.9444872223293881,516.6669521331787,419,9307.17167854309,0.9444872223293881,0.02,1,0.0
2024-10-09,20.44447898864746,20.769449824274695,20.43492080841884,20.769449824274695,1171300,0.544804075614362,0.574843360860253,22.767065434065113,19.01078294142718,23.62933047535549,18.148517900136802,hold,0.9431165437689597,516.6669521331787,419,9082.903648376465,0.9431165437689597,0.02,1,0.0
2024-10-10,20.702545166015625,20.788566968279014,20.492270662169865,20.597407002574474,913000,0.3440879796315528,0.5577756318567051,22.767065434065113,19.574703471502918,23.60372888185017,18.73804002371786,hold,0.9437857604300162,516.6669521331787,419,9191.033376693726,0.9437857604300162,0.02,1,0.0
2024-10-11,20.119508743286133,20.578292292537377,19.899676060687813,20.37757414792061,1999400,0.8028691053278116,0.5919112216747067,22.767065434065113,19.79453621966533,23.654932266577173,18.90666938715327,hold,0.9422508212253935,516.6669521331787,419,8946.741115570068,0.9422508212253935,0.02,1,0.0
2024-10-14,19.727630615234375,19.99525417538452,19.708516079037928,19.918790561489672,1381200,0.41099266424820513,0.5441213545604252,22.767065434065113,19.88055940810009,23.58324746590575,19.064377376259454,hold,0.941171152510149,516.6669521331787,419,8782.544179916382,0.941171152510149,0.02,1,0.0
2024-10-15,19.04901695251465,19.479124112449593,18.98211151583831,19.354871419055875,2713600,0.7455190993960663,0.5727950608170532,22.767065434065113,19.708516079037928,23.626258025290692,18.84932348781235,hold,0.9392028141501723,516.6669521331787,419,8498.205055236816,0.9392028141501723,0.02,1,0.0
2024-10-16,19.0012264251709,19.268850000158487,18.924762807036796,19.020342785463537,2030000,0.3440871931216911,0.5284189038993594,22.767065434065113,18.98211151583831,23.559693789914153,18.18948315998927,hold,0.9390592200329639,516.6669521331787,419,8478.180824279785,0.9390592200329639,0.02,1,0.0
2024-10-17,19.27840805053711,19.307082590783054,18.762277264328777,18.97255358005948,1419400,0.5448053264542772,0.546169549962217,22.767065434065113,18.924762807036796,23.58631975900844,18.10550848209347,hold,0.9398827415521597,516.6669521331787,419,8594.319925308228,0.9398827415521597,0.02,1,0.0
2024-10-18,19.498241424560547,19.603379586207154,19.240176022175152,19.39310508595045,1302400,0.36320356403200194,0.5509486392005053,22.767065434065113,18.762277264328777,23.593488392865872,17.935854305528018,hold,0.9405202199697169,516.6669521331787,419,8686.430109024048,0.9405202199697169,0.02,1,0.0
2024-10-21,19.230619430541992,19.354872128490072,19.02990129011942,19.354872128490072,1312700,0.468340134441128,0.537976890387659,22.767065434065113,18.762277264328777,23.5740307696466,17.95531192874729,hold,0.9397423505796623,516.6669521331787,419,8574.296493530273,0.9397423505796623,0.02,1,0.0
2024-10-22,19.0299015045166,19.230619647200534,18.982112425468124,19.11592330523307,1141900,0.24850722173241024,0.5045241581195735,22.767065434065113,18.762277264328777,23.523851671244472,18.005491027149418,hold,0.9391454600750165,516.6669521331787,419,8490.195682525635,0.9391454600750165,0.02,1,0.0
2024-10-23,18.351285934448242,18.80050944724159,18.255705959397037,18.77183490781531,2452000,0.7741955451195643,0.523640080753111,22.767065434065113,18.762277264328777,23.55252555519478,17.97681714319911,hold,0.9370367981928664,516.6669521331787,419,8205.855758666992,0.9370367981928664,0.02,1,0.0
2024-10-24,18.38951873779297,18.494656903556635,18.274824214265863,18.399076918592993,1280300,0.21983268929077227,0.4936007389018618,22.767065434065113,18.255705959397037,23.507466542417905,17.515304851044245,hold,0.9371594760227282,516.6669521331787,419,8221.875303268433,0.9371594760227282,0.02,1,0.0
2024-10-25,18.49465560913086,18.676257385547963,18.456422888606646,18.542444686749672,914500,0.28673864775499425,0.48199467674096547,22.767065434065113,18.255705959397037,23.49005744917656,17.53271394428559,hold,0.9374943776593874,516.6669521331787,419,8265.927652359009,0.9374943776593874,0.02,1,0.0
2024-10-28,18.188800811767578,18.44686437854461,18.169684451847374,18.399075301780528,1700300,0.32497115728348547,0.4587824573891659,22.767065434065113,18.255705959397037,23.45523912014886,17.56753227331329,hold,0.9365100430560775,516.6669521331787,419,8137.774492263794,0.9365100430560775,0.02,1,0.0
2024-10-29,18.51377296447754,18.66670020872107,18.341729358944427,18.47554024189838,1808600,0.47789939695349304,0.4540035517705324,22.604577021434107,18.169684451847374,23.285582349089907,17.488679124191574,hold,0.9375548906569094,516.6669521331787,419,8273.937824249268,0.9375548906569094,0.02,1,0.0
2024-10-30,18.322612762451172,18.39907638359139,18.083663718508426,18.34172912349536,1611000,0.4301092459691134,0.46014792793750103,22.47076778917282,18.169684451847374,23.160989681079073,17.479462559941123,hold,0.936944479637874,516.6669521331787,419,8193.84169960022,0.936944479637874,0.02,1,0.0
2024-10-31,18.265262603759766,18.43730617978203,18.160124457738107,18.313051675749843,954900,0.2771817220439239,0.42259882913150904,22.231818035467402,18.083663718508426,22.865716279164666,17.449765474811162,hold,0.9367590156050821,516.6669521331787,419,8169.8119831085205,0.9367590156050821,0.02,1,0.0
2024-11-01,18.1983585357666,18.332169405782526,18.14100945744288,18.265263970774566,1012500,0.19115994833964578,0.40689649228089764,22.231818035467402,18.083663718508426,22.84216277388875,17.47331898008708,hold,0.936541271778782,516.6669521331787,419,8141.779178619385,0.936541271778782,0.02,1,0.0
2024-11-04,18.207916259765625,18.38951804202195,18.13145263929504,18.25570716195756,1113400,0.2580654027269098,0.3720783710902436,21.945077937587083,18.083663718508426,22.50319549422245,17.52554616187306,hold,0.9365724697957272,516.6669521331787,419,8145.783864974976,0.9365724697957272,0.02,1,0.0
2024-11-05,18.7431640625,18.8100695048039,18.446865927959063,18.456424108721986,1195100,0.6021532450382736,0.39051166051285663,21.256904801881053,18.083663718508426,21.842672292650338,17.49789622773914,hold,0.9382719594485047,516.6669521331787,419,8370.052694320679,0.9382719594485047,0.02,1,0.0
2024-11-06,18.70492935180664,18.73360389104837,18.32261127709879,18.351285816340525,1317600,0.42055278540120966,0.3816364790090661,20.788566968279014,18.083663718508426,21.36102168679261,17.511208999994828,hold,0.9381535849451467,516.6669521331787,419,8354.032350540161,0.9381535849451467,0.02,1,0.0
2024-11-07,19.287965774536133,19.421776646446894,18.991669491146702,19.039458567390145,1660900,0.7168472946402531,0.40689674548108407,20.788566968279014,18.083663718508426,21.39891208650064,17.4733186002868,hold,0.9399107412818181,516.6669521331787,419,8598.324611663818,0.9399107412818181,0.02,1,0.0
2024-11-08,19.211502075195312,19.34531294652428,19.15415481934524,19.28796569067421,1320300,0.19115812717904035,0.3870980306766492,20.578292292537377,18.083663718508426,21.15893933855235,17.50301667249345,hold,0.9396860047944017,516.6669521331787,419,8566.286321640015,0.9396860047944017,0.02,1,0.0
2024-11-11,19.43133544921875,19.632053586555774,19.240175492044106,19.460009989705885,1750500,0.4205515113604612,0.3993869085072243,19.99525417538452,18.083663718508426,20.594334538145358,17.48458335574759,hold,0.9403276401336456,516.6669521331787,419,8658.396505355835,0.9403276401336456,0.02,1,0.0
2024-11-12,19.020341873168945,19.383545409162526,18.924761899326615,19.268849075944456,1685100,0.5065735498921349,0.38027105170526504,19.632053586555774,18.083663718508426,20.20246016411367,17.51325714095053,hold,0.9391167367051968,516.6669521331787,419,8486.190196990967,0.9391167367051968,0.02,1,0.0
2024-11-13,19.192386627197266,19.221061168002528,18.848299429680036,18.924763048790922,973400,0.3727617383224917,0.3911945552075307,19.632053586555774,18.083663718508426,20.21884541936707,17.49687188569713,hold,0.9396295591722064,516.6669521331787,419,8558.276948928833,0.9396295591722064,0.02,1,0.0
2024-11-14,19.297523498535156,19.460008906175503,19.201943525269712,19.249732600384256,963000,0.2676222789782372,0.3898291002949052,19.632053586555774,18.083663718508426,20.216797236998133,17.498920068066067,hold,0.9399387149417617,516.6669521331787,419,8602.32929801941,0.9399387149417617,0.02,1,0.0
2024-11-15,19.393104553222656,19.402660910349372,19.22106095635842,19.335755472243605,1294400,0.18159995399095052,0.37958830005972416,19.632053586555774,18.083663718508426,20.20143603664536,17.514281268418838,hold,0.9402170367362933,516.6669521331787,419,8642.377759933472,0.9402170367362933,0.02,1,0.0
2024-11-18,19.53647232055664,19.622494113312932,19.297523301352793,19.364428735044058,2250100,0.32497081196013866,0.368664829703056,19.632053586555774,18.083663718508426,20.185050831110356,17.530666473953843,hold,0.9406297054111161,516.6669521331787,419,8702.448854446411,0.9406297054111161,0.02,1,0.0
2024-11-19,19.14459991455078,19.249736264421934,18.829187218863915,19.10636718875276,1976200,0.707285101692726,0.3884631051118855,19.632053586555774,18.083663718508426,20.214748244223603,17.500969060840596,hold,0.9394879874747909,516.6669521331787,419,8538.254316329956,0.9394879874747909,0.02,1,0.0
2024-11-20,18.131452560424805,19.307083226721325,18.09322166187407,19.068134185910598,4506700,1.213861564847253,0.4553688081692661,19.632053586555774,18.083663718508426,20.315106798809673,17.400610506254527,hold,0.9363220170807133,516.6669521331787,419,8113.745574951172,0.9363220170807133,0.02,1,0.0
2024-11-21,17.882946014404297,18.17924414878289,17.701346049117955,18.169685968025203,2685500,0.4778980996649338,0.47585010469250094,19.632053586555774,18.083663718508426,20.345828743594524,17.369888561469676,hold,0.9354942099374762,516.6669521331787,419,8009.621332168579,0.9354942099374762,0.02,1,0.0
2024-11-22,17.806480407714844,18.074103970006767,17.710902256858642,17.777807691672532,1902500,0.36320171314812555,0.4833598411511592,19.632053586555774,17.701346049117955,20.35709334828251,16.976306287391218,hold,0.9352351456371691,516.6669521331787,419,7977.582242965698,0.9352351456371691,0.02,1,0.0
2024-11-25,17.82559585571289,17.95940854153546,17.749132245115543,17.921175824718645,2047900,0.21027629641991652,0.4553686305355623,19.632053586555774,17.701346049117955,20.315106532359117,17.018293103314612,hold,0.9353001033612981,516.6669521331787,419,7985.59161567688,0.9353001033612981,0.02,1,0.0
2024-11-26,17.23300552368164,17.796925407281588,17.23300552368164,17.787367226860308,2277300,0.59259033203125,0.4676570267234223,19.632053586555774,17.701346049117955,20.333539126640908,16.99986050903282,hold,0.9332238375869805,516.6669521331787,419,7737.296266555786,0.9332238375869805,0.02,1,0.0
2024-11-27,16.774221420288086,16.99405591658699,16.458808769030863,16.75510688311829,2646300,0.7741967546507773,0.47175341672417404,19.632053586555774,17.23300552368164,20.339683711642035,16.52537539859538,sell,0.0,7545.065727233887,0,7545.065727233887,0.9315225379325364,0.02,1,1.0
2024-11-29,16.55438804626465,16.745547994162227,16.420577176558165,16.66908437961047,1553600,0.35364424372992076,0.4833595679063798,19.632053586555774,16.458808769030863,20.35709293841534,15.733769417171294,hold,0.0,7545.065727233887,0,7545.065727233887,0.0,0.02,1,0.0
2024-12-02,16.286766052246094,16.52571507186447,16.124280645984143,16.487482353668085,3328100,0.4301074002805052,0.48404213140066865,19.632053586555774,16.420577176558165,20.358116783656776,15.694513979457163,hold,0.0,7545.065727233887,0,7545.065727233887,0.0,0.02,1,0.0
2024-12-03,16.45880889892578,16.630852496066865,16.382345280533794,16.39190346071235,2249300,0.34408644382077114,0.4724359095384284,19.632053586555774,16.124280645984143,20.340707450863416,15.415626781676501,hold,0.0,7545.065727233887,0,7545.065727233887,0.0,0.02,1,0.0
2024-12-04,16.114723205566406,16.49704128988426,16.038259588702836,16.49704128988426,3582200,0.4587817011814259,0.47858019259978085,19.632053586555774,16.124280645984143,20.349923875455445,15.406410357084471,hold,0.0,7545.065727233887,0,7545.065727233887,0.0,0.02,1,0.0
2024-12-05,16.3327579498291,16.491328268541437,16.065169828136796,16.154365868700896,2215200,0.4261584404046417,0.4899042041302383,19.632053586555774,16.038259588702836,20.36690989275113,15.303403282507478,hold,0.0,7545.065727233887,0,7545.065727233887,0.0,0.02,1,0.0
