date,close,high,low,open,volume,sma,std,upper_band,lower_band,signal
2024-03-13,2.4539482593536377,2.584081749891715,2.365643279966116,2.370290793820078,319100,3.34629319190979,0.48369623211275703,4.071837540078926,2.6207488437406545,buy
2024-03-14,2.342405319213867,2.5013542563380136,2.319167082383407,2.4632437961462594,243900,3.305394058227539,0.48031600646138006,4.025868067919609,2.584920048535469,buy
2024-03-15,2.342405319213867,2.398176821667471,2.3052243175781313,2.351700569622801,250000,3.266725788116455,0.47841855053639976,3.9843536139210545,2.5490979623118553,buy
2024-03-18,2.24015736579895,2.3517003608016043,2.2308621162153957,2.323814612050941,331300,3.231589708328247,0.48810760570231615,3.9637511168817214,2.499428299774773,buy
2024-03-19,2.249452829360962,2.3042948736056346,2.193681104938137,2.2122718274899134,243300,3.1964536333084106,0.4943963460110183,3.9380481523249378,2.4548591142918834,buy
2024-03-20,2.342405319213867,2.342405319213867,2.2029763414636068,2.2122718134887918,266200,3.1557403993606568,0.4786731142462783,3.873750070730074,2.4377307279912395,buy
2024-03-21,2.323814630508423,2.379586128452729,2.277338382221501,2.379586128452729,182300,3.1172580242156984,0.4662582245474551,3.816645361036881,2.4178706873945157,buy
2024-03-22,2.398176908493042,2.444653383836635,2.323814902529307,2.323814902529307,184700,3.0817501401901244,0.45154337805097194,3.759065207266582,2.4044350731136666,buy
2024-03-25,2.2122716903686523,2.4214149237382885,2.202976218860791,2.398176688201112,452000,3.04475501537323,0.4453225374329906,3.712738821522716,2.3767712092237443,buy
2024-03-26,2.2587480545043945,2.2866338055950353,2.1843858299797696,2.230862303413754,211800,3.005900835990906,0.42670213763422343,3.645954042442241,2.3658476295395707,buy
2024-03-27,2.3145194053649902,2.342405154632492,2.2587479068299867,2.2587479068299867,111000,2.9822908735275266,0.43171614413264486,3.629865089726494,2.3347166573285594,buy
2024-03-28,2.323814630508423,2.3609956291379603,2.2866336318788854,2.305224131193654,138700,2.960911774635315,0.43740439260462766,3.6170183635422566,2.304805185728373,hold
2024-04-01,2.323814630508423,2.3424051298231916,2.2866336318788854,2.323814630508423,153000,2.9363722944259645,0.4380531204388596,3.5934519750842537,2.2792926137676752,hold
2024-04-02,2.323814630508423,2.3424051298231916,2.277338382221501,2.305224131193654,130900,2.91555091381073,0.44199373634767003,3.578541518332235,2.252560309289225,hold
2024-04-03,2.3145194053649902,2.342405154632492,2.277338406341655,2.305224155609156,115900,2.8934281969070437,0.44387446374200823,3.559239892520056,2.2276165012940314,hold
2024-04-04,2.24015736579895,2.3331098616344956,2.2076238814483937,2.3331098616344956,201700,2.870375952720642,0.44732887749101186,3.54136926895716,2.199382636484124,hold
2024-04-05,2.24015736579895,2.2773383641331684,2.221566866631841,2.2494526153825047,145500,2.8512277221679687,0.4534862826135906,3.5314571460883544,2.170998298247583,hold
2024-04-08,2.3795862197875977,2.453948441517126,2.2308622195610237,2.268043219617667,227200,2.83282310962677,0.45358251129909366,3.5131968765754107,2.1524493426781297,hold
2024-04-09,2.9837779998779297,3.1789784629153615,2.58408182421158,2.58408182421158,2865200,2.828919095993042,0.4513770148237306,3.505984618228638,2.151853573757446,hold
2024-04-10,2.9651877880096436,3.0209592909625904,2.7699873060580757,2.9373020365331697,453800,2.823156042098999,0.44767185206555266,3.494663820197328,2.15164826400067,hold
2024-04-11,3.058140277862549,3.188274005727791,2.9744830238453406,3.048845027416192,583900,2.8216688060760498,0.44674574553240093,3.4917874243746514,2.151550187777448,hold
2024-04-12,2.974482774734497,3.048844772077584,2.918711276727182,2.9930732740702686,238800,2.821482901573181,0.4466788392600272,3.491501160463222,2.1514646426831403,hold
2024-04-15,2.825758695602417,3.0497743786041838,2.7885776951260026,3.03025441983894,312500,2.8151621198654175,0.44428333332067804,3.4815871198464343,2.1487371198844007,hold
2024-04-16,2.723510980606079,2.8164634830364927,2.6305582565594188,2.8164634830364927,277900,2.808655438423157,0.4431720471668085,3.4734135091733696,2.143897367672944,hold
2024-04-17,2.7142155170440674,2.779282263631551,2.6677390478653495,2.7328060160690626,212400,2.805309143066406,0.4432422283578962,3.4701724856032503,2.140445800529562,hold
2024-04-18,2.791764736175537,2.849926443734007,2.7045219437237504,2.714215561650162,232600,2.8029561138153074,0.4429904940144269,3.467441854836948,2.138470372793667,hold
2024-04-19,2.8983945846557617,2.9565562932434553,2.723909227778595,2.733602845876544,245100,2.8044088315963744,0.44318585349353334,3.4691876118366745,2.1396300513560744,hold
2024-04-22,2.8887009620666504,2.9759435248125516,2.801458399320749,2.9759435248125516,161200,2.8019495725631716,0.4423526950145121,3.4654786150849395,2.1384205300414036,hold
2024-04-23,2.9468626976013184,3.062216823180163,2.8887009885704185,2.8983946067422353,160300,2.800653548240662,0.44182033372867785,3.4633840488336785,2.137923047647645,hold
2024-04-24,2.7820708751678467,2.946862610322068,2.767530563897816,2.92747537455264,107800,2.790670437812805,0.43634537635879633,3.445188502351,2.1361523732746104,hold
2024-04-25,2.5591177940368652,2.757837086342123,2.5203430894109267,2.733602924840173,290900,2.7771577882766723,0.43275923527032384,3.426296641182158,2.1280189353711867,hold
2024-04-26,2.578505039215088,2.6657476049017066,2.4815686240047516,2.578505039215088,212700,2.758269829750061,0.4199668725103633,3.3882201385156057,2.1283195209845163,hold
2024-04-29,2.646360397338867,2.7239093454731913,2.5785050677213337,2.6172795417884958,176300,2.7418544054031373,0.4075512215059234,3.3531812376620223,2.1305275731442523,hold
2024-04-30,2.588198661804199,2.636666753930588,2.525190026482847,2.607585898654755,137100,2.72427574634552,0.3943720015293111,3.315833748639487,2.1327177440515532,hold
2024-05-01,2.6269731521606445,2.6657476261075908,2.5310062598077243,2.578505059726962,64800,2.7085880041122437,0.38188607933167135,3.2814171231097506,2.1357588851147367,hold
2024-05-02,2.6948282718658447,2.7045218895982583,2.617279330006536,2.6560538009361903,75200,2.6981613779067994,0.3747961785815939,3.2603556457791902,2.1359671100344086,hold
2024-05-03,2.675441026687622,2.7820708213570446,2.6463601735959617,2.762683585962604,48800,2.688276529312134,0.368572376264984,3.2411350937096097,2.135417964914658,hold
2024-05-06,2.5978922843933105,2.694828468801455,2.549424192189238,2.6657476134790117,170000,2.678885669708252,0.36467577950507996,3.2258993389658723,2.131872000450632,hold
2024-05-07,2.617279529571533,2.8111521301164792,2.5833517493640867,2.617279529571533,224000,2.6659785413742068,0.35488238973752056,3.1983021259804874,2.133654956767926,hold
2024-05-08,2.9274754524230957,3.063186337533066,2.752990094742873,2.9080882161379695,543900,2.658903522491455,0.34577573046972904,3.1775671181960483,2.1402399267868617,hold
2024-05-09,3.0050244331359863,3.0631863737939518,2.86931377753361,2.9274754870774853,396200,2.657097587585449,0.34367931711540517,3.172616563258557,2.1415786119123412,hold
2024-05-10,2.9177818298339844,3.0825735691205094,2.9177818298339844,3.0825735691205094,229400,2.650014600753784,0.33427001430955594,3.151419622218118,2.14860957928945,hold
2024-05-13,2.966249942779541,2.9856371791809164,2.879976671459193,2.9274754699767893,344700,2.644830503463745,0.3270965437548136,3.1354753190959657,2.1541856878315246,hold
2024-05-14,2.8693137168884277,2.985637133517593,2.8693137168884277,2.937169043255441,163100,2.638265399932861,0.3189694264034267,3.116719539538001,2.159811260327721,hold
2024-05-15,2.791764736175537,2.8983945333660652,2.7723772692086324,2.8983945333660652,173800,2.631450653076172,0.31175289032167885,3.09907998855869,2.1638213175936536,hold
2024-05-16,2.7529900074005127,2.8596200346998106,2.7336027717304727,2.830539181194751,187600,2.6192127799987794,0.29387151596352507,3.060020053944067,2.1784055060534917,hold
2024-05-17,2.820845603942871,2.8983945477387167,2.762683664981904,2.772377282956385,90400,2.605171632766724,0.26518399774337004,3.002947629381779,2.2073956361516687,hold
2024-05-20,3.1310417652130127,3.1795098574843714,2.8305393620164927,2.8305393620164927,401100,2.613879961967468,0.27517604234573384,3.026644025486069,2.2011158984488675,sell
2024-05-21,3.1795096397399902,3.449961876540943,3.015687429747709,3.0728798440453966,454900,2.629878430366516,0.28437603321072236,3.0564424801825996,2.2033143805504323,sell
2024-05-22,3.1213481426239014,3.196958505135517,3.0825736688581786,3.1407353795067627,188200,2.6448995733261107,0.2901615239637543,3.080141859271742,2.2096572873804794,sell
2024-05-23,3.024411678314209,3.169816183704507,3.024411678314209,3.1601225654194267,189400,2.6563088417053224,0.29369393525721843,3.0968497445911503,2.2157679388194946,hold
2024-05-24,3.227977752685547,3.2570586062729565,3.014717928597127,3.014717928597127,202900,2.674020290374756,0.3009893687317375,3.125504343472362,2.2225362372771498,sell
2024-05-28,3.257058620452881,3.3685353419136503,3.1717548753373985,3.276446087376306,244800,2.692313356399536,0.30813357812374836,3.1545137235851586,2.2301129892139135,sell
2024-05-29,3.2473649978637695,3.3249141721033597,3.1407352010661937,3.198896908410326,186600,2.7124575090408327,0.31088145706428444,3.1787796946372593,2.246135323444406,sell
2024-05-30,3.266752243041992,3.3733822712603714,3.247365007204847,3.286139709993219,110800,2.7328034973144533,0.3132413848439444,3.20266557458037,2.2629414200485365,sell
2024-05-31,3.1310417652130127,3.329761059082631,3.121348146758741,3.2958335100497274,191600,2.748576226234436,0.3130375254757831,3.2181325144481105,2.2790199380207614,hold
2024-06-03,3.140735387802124,3.3249143697898575,3.1310417693350905,3.160122624736191,219900,2.76491464138031,0.3117315475699647,3.232511962735257,2.2973173200253627,hold
2024-06-04,3.1601223945617676,3.207621190924782,3.092267070234923,3.1213479235178565,155100,2.7801535511016846,0.312061372651132,3.2482456100783828,2.3120614921249865,hold
2024-06-05,3.1310417652130127,3.2357329831876043,3.0922672913959253,3.160122620575828,218200,2.7985289525985717,0.3049082390165518,3.255891311123399,2.3411665940737443,hold
2024-06-06,3.0728800296783447,3.2027744696940594,3.043799174550315,3.140735358310414,165300,2.8148115921020507,0.2971336384172994,3.260512049728,2.3691111344761016,hold
2024-06-07,3.1213481426239014,3.2522121071402625,3.043799195092456,3.043799195092456,183400,2.830948166847229,0.2912599122372601,3.2678380352031193,2.394058298491339,hold
2024-06-10,2.9856371879577637,3.198897020113902,2.951709639712664,3.131041692509614,203000,2.844184617996216,0.28265391598885936,3.268165491979505,2.4202037440129267,hold
2024-06-11,3.169816017150879,3.169816017150879,2.9643112278595023,2.975943430521947,183700,2.861104645729065,0.27611388852122926,3.275275478510909,2.446933812947221,hold
2024-06-12,3.169816017150879,3.295833279349612,3.1213479282721655,3.2473649593568203,143000,2.878024673461914,0.2683286469431483,3.2805176438766366,2.4755317030471917,hold
2024-06-13,3.1601223945617676,3.227977718888612,3.131041541278834,3.1698160123227455,84700,2.8949367332458498,0.2585577314650253,3.282773330443388,2.5071001360483116,hold
2024-06-14,3.1601223945617676,3.227977718888612,3.131041541278834,3.131041541278834,96000,2.913336033821106,0.2432942967350838,3.278277478923732,2.5483945887184802,hold
2024-06-17,3.3539950847625732,3.4024631750684313,3.140735256302712,3.140735256302712,311300,2.9356127882003786,0.2310849219809417,3.2822401711717912,2.588985405228966,sell
2024-06-18,3.2958333492279053,3.4121567650031084,3.2764461132653717,3.3733822930780404,126400,2.9539377307891845,0.22225261179071393,3.2873166484752554,2.6205588131031137,sell
2024-06-20,3.140735387802124,3.3927696990590928,3.1213481508680565,3.2958335143887565,125200,2.9570768785476687,0.2237858469524777,3.292755648976385,2.621398108118952,hold
2024-06-21,3.2473649978637695,3.3443014078847373,3.1116543473941274,3.131041583175505,254800,2.962720422744751,0.227521431389024,3.304002569828287,2.6214382756612147,hold
2024-06-24,3.257058620452881,3.3045574175199985,3.219253672404516,3.2958333231856503,93800,2.9666987895965575,0.23093743039271872,3.3131049351856356,2.6202926440074794,hold
2024-06-25,3.266752243041992,3.3636886533417987,3.247365007204847,3.247365007204847,113400,2.9725441789627074,0.23480499059123755,3.324751664849564,2.620336693075851,hold
2024-06-26,3.286139726638794,3.387922599742334,3.2473650236540137,3.2473650236540137,127600,2.981751799583435,0.23793726545179386,3.3386576977611258,2.6248459014057444,hold
2024-06-27,3.286139726638794,3.3927695242832128,3.2764461086711196,3.2958333446064683,85500,2.9930043745040895,0.2387777396932095,3.351170984043904,2.634837764964275,hold
2024-06-28,3.286139726638794,3.3636886703801894,3.2085905517833155,3.3152205805418173,1319900,3.0044428586959837,0.23884880373659698,3.362716064300879,2.6461696530910883,hold
2024-07-01,3.412156820297241,3.4218504384355932,3.239610278766117,3.2958334026370126,149300,3.016850700378418,0.24364116158051038,3.3823124427491837,2.6513889580076526,sell
2024-07-02,3.412156820297241,3.528480469071556,3.373382347743832,3.412156820297241,165800,3.0271259450912478,0.2493111247628957,3.401092632235591,2.6531592579469043,sell
2024-07-03,3.431544065475464,3.5090930107834466,3.3927695928214723,3.412156829148468,81500,3.0379828071594237,0.2549167441945942,3.420357923451315,2.6556076908675323,sell
2024-07-05,3.344301462173462,3.4315440246058864,3.208590578386717,3.4315440246058864,254100,3.0459315824508666,0.2581928511032281,3.4332208591057087,2.6586423057960245,hold
2024-07-08,3.412156820297241,3.48970576540406,3.353995111467127,3.353995111467127,115000,3.058533301353455,0.2604185075910922,3.4491610627400933,2.6679055399668163,hold
2024-07-09,3.373382329940796,3.4800121288999324,3.3636887118536016,3.4509312746383496,68000,3.074818592071533,0.25392935233426656,3.455712620572933,2.693924563570133,hold
2024-07-10,3.3636887073516846,3.4121567977227865,3.3588417827575316,3.4024631796485663,89300,3.0905222654342652,0.2467881110392986,3.460704431993213,2.7203400988753175,hold
2024-07-11,3.4800121784210205,3.5187868824356525,3.4218504690702054,3.441237705520477,108500,3.107195301055908,0.24431651172504965,3.4736700686434827,2.7407205334683336,sell
2024-07-12,3.5090930461883545,3.5187868955637454,3.4451151194409477,3.5187868955637454,109200,3.1256131887435914,0.23904745894681323,3.4841843771638112,2.7670420003233716,sell
2024-07-15,3.6932718753814697,3.702965493251995,3.5187867537120083,3.5866420788056876,268200,3.1469391632080077,0.24120849364451896,3.5087519036747863,2.785126422741229,sell
2024-07-16,3.9162254333496094,3.9259192826209346,3.732046457247997,3.732046457247997,456600,3.171367106437683,0.25588805826397226,3.5551991938336416,2.7875350190417247,sell
2024-07-17,3.9162254333496094,3.9840809915643636,3.8483701062489426,3.877450960720657,143400,3.1961827945709227,0.26674670976914866,3.5963028592246458,2.7960627299171996,sell
2024-07-18,3.9549999237060547,3.9840810094222063,3.8774509781005517,3.8968382145019276,172800,3.223324947357178,0.27358368601661043,3.6337004763820935,2.8129494183322623,sell
2024-07-19,3.702965497970581,3.9937742655709996,3.683578262204825,3.8774508509764645,226700,3.2450386667251587,0.2675185806402723,3.6463165376855673,2.84376079576475,sell
2024-07-22,3.790208339691162,3.809595575710936,3.6544974564386603,3.6835783104683215,105400,3.26229332447052,0.2743534430869678,3.673823489100972,2.850763159840068,sell
2024-07-23,3.9549999237060547,3.97438716010743,3.7514337103775213,3.7514337103775213,100700,3.2812928342819214,0.288692579111637,3.714331702949377,2.848253965614466,sell
2024-07-24,3.8095955848693848,4.003468176647288,3.76112749470343,3.9549998553672485,154900,3.2991291093826294,0.29328831558662793,3.739061582762571,2.8591966360026877,sell
2024-07-25,3.8677573204040527,3.9162254109125576,3.7805147574887443,3.799901993692146,128400,3.3171592569351196,0.3000394177741828,3.767218383596394,2.8671001302738452,sell
2024-07-26,4.042242527008057,4.0616297624904005,3.8396456157692604,3.8580635588117107,140800,3.3406178331375123,0.3099974930650126,3.805614072735031,2.8756215935399934,sell
2024-07-29,3.7223527431488037,4.032548747299351,3.712659125241414,4.032548747299351,186900,3.3592295932769773,0.3042550547372493,3.815612175382851,2.9028470111711036,hold
2024-07-30,3.5672550201416016,3.67388482201044,3.3578725864076997,3.644803966955302,208400,3.375514893531799,0.2927168085662812,3.814590106381221,2.936439680682377,hold
2024-07-31,3.7417399883270264,3.8289827808259327,3.576948483489025,3.5963357193523193,127200,3.3939327812194824,0.2859989739080029,3.822931242081487,2.964934320357478,hold
2024-08-01,3.5575613975524902,3.799902087170745,3.4897058380572332,3.780514850490412,141000,3.402463173866272,0.28435388624811225,3.8289940032384404,2.9759323444941037,hold
2024-08-02,3.40246319770813,3.4499619958581493,3.334607870828425,3.40246319770813,120700,3.4069222450256347,0.28252856292071593,3.8307150894067084,2.983129400644561,hold
2024-08-05,3.0341055393218994,3.2095601927330115,2.996300358531215,3.1504289591879204,230000,3.4051773929595948,0.2845900939478413,3.8320625338813565,2.978292252037833,hold
2024-08-06,3.286139726638794,3.305526962574143,3.0341054283651756,3.1601224619449435,182800,3.4104119539260864,0.27981050301277727,3.8301277084452523,2.9906961994069206,hold
2024-08-07,3.7223527431488037,3.8774508607811176,3.3636886494613094,3.761127445892443,500700,3.4202994537353515,0.2819588422632656,3.84323771713025,2.997361190340453,hold
2024-08-08,3.8095955848693848,4.061629884846433,3.76112749470343,3.8192892029025756,333500,3.4313501930236816,0.2862258496689124,3.86068896752705,3.002011418520313,hold
2024-08-09,4.381519317626953,4.410600401556781,3.8483698871099796,4.013161386399253,934000,3.4540332794189452,0.3148560184970337,3.9263173071644957,2.9817492516733948,sell
2024-08-12,4.468762397766113,4.652941375356059,4.110097829707704,4.381519602531882,679300,3.4780734825134276,0.344735501555412,3.9951767348465457,2.9609702301803096,sell
2024-08-13,4.556004524230957,4.652941164420338,4.440650403122876,4.478455581861978,423800,3.5065727376937867,0.37318758417659,4.066354113958671,2.9467913614289016,sell
2024-08-14,4.323358058929443,4.594779379935091,4.2903998018872915,4.585085992441845,250900,3.530225191116333,0.386758086151089,4.110362320342967,2.9500880618896996,sell
2024-08-15,4.207034587860107,4.400906957805103,4.177953501254263,4.400906957805103,205200,3.5511634349823,0.39457244800874386,4.143022106995415,2.959304762969184,sell
2024-08-16,4.3330512046813965,4.50753679210723,4.18764716479743,4.207034400930503,195700,3.5752036237716673,0.40493469246178504,4.182605662464345,2.96780158507899,sell
2024-08-19,4.313663959503174,4.604472963117662,4.25550225122591,4.449375074378292,358800,3.600019302368164,0.4114890067679425,4.217252812520078,2.98278579221625,sell
2024-08-20,4.546311378479004,4.604473088337997,4.313664076814851,4.313664076814851,313100,3.628518567085266,0.42672385425019627,4.268604348460561,2.9884327857099717,sell
2024-08-21,4.400906562805176,4.59477891534931,4.362132092296349,4.546311058327351,134900,3.6568239545822143,0.4301351506107741,4.3020266804983756,3.011621228666053,sell
2024-08-22,4.294276714324951,4.459068451875951,4.263257044197075,4.4009067437217455,85400,3.6793131685256957,0.4335349995133608,4.3296156677957365,3.0290106692556544,hold
2024-08-23,4.391213417053223,4.429987889687974,4.282644801230284,4.3427450951456965,145900,3.7037411165237426,0.438621578770058,4.361673484678829,3.0458087483686556,sell
2024-08-26,4.604473114013672,4.6335542002194225,4.38345824553452,4.459068607441288,274300,3.7326281309127807,0.4495151450353894,4.406900848465865,3.0583554133596964,sell
2024-08-27,4.488149642944336,4.611258571663517,4.449375169926827,4.5850858254881075,175200,3.759188675880432,0.45420723097282073,4.440499522339663,3.077877829421201,sell
2024-08-28,4.400906562805176,4.633553848086286,4.400906562805176,4.497842739077242,250600,3.7801269054412843,0.4592497375820719,4.469001511814392,3.0912522990681763,hold
2024-08-29,4.468762397766113,4.730490321240631,4.410600688352685,4.459068548416453,312500,3.8035854864120484,0.4639398512569661,4.499495263297497,3.107675709526599,hold
2024-08-30,4.6238603591918945,4.6238603591918945,4.454221690842721,4.478455852353773,121500,3.8332479858398436,0.46808896140571266,4.535381427948413,3.1311145437312744,sell
